Job_Zone;code;title;trad;CBO2002;TITULO;prox
3;47-4041.00;Hazardous Materials Removal Workers;Trabalhadores de remoção de materiais perigosos;811810;Trabalhador de fabricação de comprimidos e drágeas;0.6804123711340206
2;47-4051.00;Highway Maintenance Workers;Trabalhadores de manutenção de estradas;514325;Trabalhador de manutenção de edifícios;0.8051948051948052
2;47-4061.00;Rail-Track Laying and Maintenance Equipment Operators;Operadores de equipamentos de colocação e manutenção de trilhos ferroviários;811310;Operador de equipamentos (exploração de petróleo);0.64
1;47-4071.00;Septic Tank Servicers and Sewer Pipe Cleaners;Servidores de tanques sépticos e limpadores de canos de esgoto;420115;Supervisor de coletadores de apostas e de jogos;0.6055045871559633
2;47-4091.00;Segmental Pavers;Pavimentadoras Segmentais;724230;Cravador de metais;0.6511627906976745
3;47-4099.02;Solar Thermal Installers and Technicians;Instaladores e técnicos térmicos solares;;;
2;47-4099.03;Weatherization Installers and Technicians;Instaladores e Técnicos de Climatização;715615;Instalador de antenas de televisão;0.6301369863013698
1;47-5011.00;Derrick Operators, Oil and Gas;Operadores de Derrick, Petróleo e Gás;711315;Operador de extração (petróleo);0.6470588235294118
2;47-5012.00;Rotary Drill Operators, Oil and Gas;Operadores de perfuração rotativa, petróleo e gás;711315;Operador de compressor - na extração de petróleo e gás;0.6990291262135923
2;47-5013.00;Service Unit Operators, Oil, Gas, and Mining;Operadores de unidades de serviço, petróleo, gás e mineração;711130;Operador de máquinas de mineração;0.6236559139784946
2;47-5021.00;Earth Drillers, Except Oil and Gas;Trituradores de terra, exceto petróleo e gás;711320;Sondador de poços (exceto de petróleo e gás);0.6818181818181818
2;47-5031.00;Explosives Workers, Ordnance Handling Experts, and Blasters;Trabalhadores de Explosivos, Peritos de Manejo de Artilharia e Blasters;;;
2;47-5041.00;Continuous Mining Machine Operators;Operadores de máquinas de mineração contínua;711130;Operador de máquinas de mineração;0.8571428571428571
2;47-5042.00;Mine Cutting and Channeling Machine Operators;Operadores de máquinas de corte e canalização de minas;763110;Operador de máquina de corte de roupas;0.7391304347826086
1;47-5051.00;Rock Splitters, Quarry;Rock Splitters, Quarry;;;
2;47-5061.00;Roof Bolters, Mining;Bolters de telhado, mineração;212405;Consultor de tecnologia da informação;0.6363636363636364
1;47-5071.00;Roustabouts, Oil and Gas;Roustabouts, Petróleo e Gás;;;
2;47-5081.00;Helpers--Extraction Workers;Assistentes - Trabalhadores de extração;252210;Assistente de contador de custos;0.6197183098591549
3;49-1011.00;First-Line Supervisors of Mechanics, Installers, and Repairers;Supervisores de primeira linha de mecânica, instaladores e reparadores;420120;Supervisor de entrevistadores e recenseadores;0.6086956521739131
3;49-2011.00;Computer, Automated Teller, and Office Machine Repairers;Computador, caixa automatizado e reparadores de máquinas de escritório;;;
3;49-2021.00;Radio, Cellular, and Tower Equipment Installers and Repairers;Instaladores e reparadores de equipamentos de rádio, celulares e torre;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.7669172932330827
3;49-2021.01;Radio Mechanics;Mecânica de Rádio;341115;Mecânico de vôo;0.75
3;49-2022.00;Telecommunications Equipment Installers and Repairers, Except Line Installers;Instaladores e reparadores de equipamentos de telecomunicações, exceto instaladores de linha;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.6451612903225806
3;49-2091.00;Avionics Technicians;Técnicos de Avionics;354135;Técnico de vendas;0.7567567567567568
3;49-2091.00;Avionics Technicians;Técnicos de Avionics;311305;Técnico em vidros;0.7567567567567568
3;49-2092.00;Electric Motor, Power Tool, and Related Repairers;Motor elétrico, ferramenta elétrica e reparadores relacionados;;;
3;49-2093.00;Electrical and Electronics Installers and Repairers, Transportation Equipment;Instaladores e reparadores elétricos e eletrônicos, Equipamento de transporte;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.6714285714285714
3;49-2094.00;Electrical and Electronics Repairers, Commercial and Industrial Equipment;Reparadores Elétricos e Eletrônicos, Equipamentos Comerciais e Industriais;;;
3;49-2095.00;Electrical and Electronics Repairers, Powerhouse, Substation, and Relay;Reparadores Elétricos e Eletrônicos, Powerhouse, Subestação e Relé;;;
3;49-2096.00;Electronic Equipment Installers and Repairers, Motor Vehicles;Instaladores e reparadores de equipamentos eletrônicos, Veículos a motor;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.7555555555555555
3;49-2097.00;Electronic Home Entertainment Equipment Installers and Repairers;Instaladores eletrônicos de equipamentos de entretenimento doméstico e reparadores;731315;Instalador-reparador de equipamentos de transmissão em telefonia;0.6027397260273972
3;49-2098.00;Security and Fire Alarm Systems Installers;Instaladores de sistemas de alarme de segurança e incêndio;951305;Instalador de sistemas eletroeletrônicos de segurança;0.7207207207207207
3;49-3011.00;Aircraft Mechanics and Service Technicians;Mecânicos de aeronaves e técnicos de serviço;911130;Mecânico de turbinas e caldeiras;0.6052631578947368
2;49-3021.00;Automotive Body and Related Repairers;Corpo automotivo e reparadores relacionados;;;
2;49-3022.00;Automotive Glass Installers and Repairers;Instaladores e reparadores de vidro automotivo;731305;Instalador reparador de central;0.6753246753246753
3;49-3023.01;Automotive Master Mechanics;Mecânica Mestre Automotiva;914405;Mecânico de testes de automotores;0.6440677966101694
3;49-3023.02;Automotive Specialty Technicians;Técnicos de especialidade automotiva;914405;Mecânico de testes de automotores;0.6376811594202898
3;49-3031.00;Bus and Truck Mechanics and Diesel Engine Specialists;Mecânicos de ônibus e caminhões e Especialistas em motores a diesel;;;
3;49-3041.00;Farm Equipment Mechanics and Service Technicians;Mecânicos de equipamento agrícola e técnicos de serviço;911305;Mecânico de equipamento pneumático;0.651685393258427
3;49-3042.00;Mobile Heavy Equipment Mechanics, Except Engines;Mecânica de equipamentos pesados ??móveis, exceto motores;913120;Mecânico de equipamento pesado;0.6666666666666666
2;49-3043.00;Rail Car Repairers;Reparadores de carrinhos de ferro;954210;Reparador de rádio, tv e som;0.6557377049180327
3;49-3051.00;Motorboat Mechanics and Service Technicians;Mecânicos de Motorboat e Técnicos de Serviços;911130;Mecânico de turbinas exclusive de avião;0.6428571428571429
3;49-3052.00;Motorcycle Mechanics;Mecânica de motocicleta;914415;Mecânico de motocicletas;0.9361702127659575
2;49-3053.00;Outdoor Power Equipment and Other Small Engine Mechanics;Equipamento de energia ao ar livre e outras mecânica de motores pequenos;;;
2;49-3091.00;Bicycle Repairers;Reparadores de bicicletas;919310;Reparador de bicicletas;0.9583333333333334
2;49-3092.00;Recreational Vehicle Service Technicians;Técnicos de serviço de veículos recreativos;914305;Mecânico de manutenção de veículos ferroviários;0.6666666666666666
2;49-3093.00;Tire Repairers and Changers;Reparadores e trocadores de pneus;914420;Reparador de tratores;0.7037037037037037
2;49-9011.00;Mechanical Door Repairers;Reparos mecânicos de portas;862405;Operador mecânico de gás;0.6666666666666666
3;49-9012.00;Control and Valve Installers and Repairers, Except Mechanical Door;Instaladores e reparadores de controle e válvula, exceto porta mecânica;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.6417910447761194
3;49-9021.01;Heating and Air Conditioning Mechanics and Installers;Mecânica e Instalação de Aquecimento e Ar Condicionado;374110;Técnico em instalação de equipamentos de áudio;0.68
3;49-9021.02;Refrigeration Mechanics and Installers;Mecânica de Refrigeração e Instaladores;954205;Mecânico de refrigeração doméstica;0.7123287671232876
3;49-9031.00;Home Appliance Repairers;Reparadores de eletrodomésticos;721325;Operador de eletropolimento;0.6896551724137931
3;49-9041.00;Industrial Machinery Mechanics;Mecânica das máquinas industriais;911305;Mecânico de manutenção de máquinas industriais;0.7848101265822784
3;49-9043.00;Maintenance Workers, Machinery;Trabalhadores de manutenção, máquinas;514325;Trabalhador de manutenção de edifícios;0.7466666666666667
3;49-9044.00;Millwrights;Millwrights;;;
2;49-9045.00;Refractory Materials Repairers, Except Brickmasons;Reparadores de materiais refratários, exceto Brickmasons;;;
3;49-9051.00;Electrical Power-Line Installers and Repairers;Instaladores e reparadores de linhas elétricas;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.7889908256880734
2;49-9052.00;Telecommunications Line Installers and Repairers;Instaladores e reparadores de linhas de telecomunicações;731320;Instalador-reparador de linhas e aparelhos de telecomunicações;0.8305084745762712
3;49-9061.00;Camera and Photographic Equipment Repairers;Reparadores de equipamentos fotográficos e fotográficos;915405;Reparador de equipamentos fotográficos;0.8172043010752689
3;49-9062.00;Medical Equipment Repairers;Reparadores de equipamentos médicos;915405;Reparador de equipamentos fotográficos;0.821917808219178
3;49-9063.00;Musical Instrument Repairers and Tuners;Reparadores e sintonizadores de instrumentos musicais;;;
3;49-9064.00;Watch Repairers;Reparadores de relógios;731320;Reparador de telefone;0.7272727272727273
3;49-9064.00;Watch Repairers;Reparadores de relógios;914420;Reparador de tratores;0.7272727272727273
3;49-9071.00;Maintenance and Repair Workers, General;Trabalhadores de Manutenção e Reparação, Geral;623210;Trabalhador de manutenção e preparação de tosqueadeiras;0.7722772277227723
3;49-9081.00;Wind Turbine Service Technicians;Técnicos de serviço de turbinas eólicas;342115;Técnico de operações de serviços de máquinas e veículos;0.6808510638297872
2;49-9091.00;Coin, Vending, and Amusement Machine Servicers and Repairers;Servidores e reparadores de máquinas de moeda, vending e diversão;;;
3;49-9092.00;Commercial Divers;Diversos comerciais;520110;Supervisor comercial;0.6666666666666666
1;49-9093.00;Fabric Menders, Except Garment;Menders de tecido, exceto vestuário;;;
2;49-9094.00;Locksmiths and Safe Repairers;Locksmiths e Safe Reparadores;;;
2;49-9095.00;Manufactured Building and Mobile Home Installers;Instaladores de construção de móveis e móveis;720115;Mestre de construção de matrizes;0.6493506493506493
2;49-9096.00;Riggers;Riggers;;;
3;49-9097.00;Signal and Track Switch Repairers;Reparadores de comutação de sinal e trilha;823115;Preparador de massa de argila;0.647887323943662
2;49-9098.00;Helpers--Installation, Maintenance, and Repair Workers;Assistentes - Trabalhadores de instalação, manutenção e reparação;623210;Trabalhador de manutenção e preparação de tosqueadeiras;0.6166666666666667
2;49-9099.01;Geothermal Technicians;Técnicos Geotérmicos;320105;Técnico de biotério;0.7692307692307693
2;51-1011.00;First-Line Supervisors of Production and Operating Workers;Supervisores de primeira linha de produção e operários;820210;Supervisor de fabricação de produtos de vidro;0.6262626262626263
2;51-2011.00;Aircraft Structure, Surfaces, Rigging, and Systems Assemblers;Estruturas de aeronaves, superfícies, aparelhagem e montagem de sistemas;;;
2;51-2021.00;Coil Winders, Tapers, and Finishers;Bobinadores, Tapers e Finishers;;;
2;51-2022.00;Electrical and Electronic Equipment Assemblers;Ensaiadores de Equipamentos Elétricos e Eletrônicos;732110;Emendador de fios (elétricos e telefônicos);0.7021276595744681
2;51-2023.00;Electromechanical Equipment Assemblers;Ensamadores de equipamentos eletromecânicos;954125;Operador de equipamentos elétricos;0.7532467532467533
2;51-2031.00;Engine and Other Machine Assemblers;Motor e outros ensambladores de máquinas;730105;Mestre eletricista enrolador de bobinas;0.6075949367088608
3;51-2041.00;Structural Metal Fabricators and Fitters;Fabricantes e ajustadores de metais estruturais;;;
2;51-2091.00;Fiberglass Laminators and Fabricators;Laminadores e Fabricantes de Fibra de Vidro;823210;Fibrador (fabricação de fibra de vidro);0.6829268292682927
2;51-2092.00;Team Assemblers;Team Assemblers;;;
2;51-2093.00;Timing Device Assemblers and Adjusters;Instaladores e ajustadores de dispositivos de temporização;731320;Instaladores e reparadores de equipamentos e linhas telefônicas;0.628099173553719
2;51-3011.00;Bakers;Padeiros;715210;Pedreiro;0.75
2;51-3011.00;Bakers;Padeiros;632520;Poaieiro;0.75
2;51-3011.00;Bakers;Padeiros;828110;Gradeiro;0.75
2;51-3021.00;Butchers and Meat Cutters;Talhos e cortadores de carne;848525;Talhador de carne;0.7555555555555555
1;51-3022.00;Meat, Poultry, and Fish Cutters and Trimmers;Carne, aves e cortadores e cortadores de peixe;;;
2;51-3023.00;Slaughterers and Meat Packers;Matadores e embaladores de carne;774105;Montador de engradados de madeira;0.6461538461538462
2;51-3091.00;Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders;Operadores e agências de engomadoria, cozimento e secagem de alimentos e tabaco;;;
2;51-3092.00;Food Batchmakers;Food Batchmakers;;;
2;51-3093.00;Food Cooking Machine Operators and Tenders;Operadores e propostas de máquinas para cozinhar alimentos;711110;Operador de máquina a fio diamantado;0.6170212765957447
3;51-4011.00;Computer-Controlled Machine Tool Operators, Metal and Plastic;Operadores de máquinas-ferramentas controladas por computador, metal e plástico;721215;Operador de máquinas-ferramenta convencionais;0.6129032258064516
3;51-4012.00;Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic;Programadores de máquinas-ferramentas controladas numericamente por computador, metal e plástico;317115;Programador de máquinas - ferramenta com comando numérico;0.6143790849673203
2;51-4021.00;Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic;Fabricantes, Operadores e Propostas de Máquinas de Extrusão e Desenho, Metal e Plástico;;;
2;51-4022.00;Forging Machine Setters, Operators, and Tenders, Metal and Plastic;Setores, operadores e propostas de máquinas de forjar, metal e plástico;;;
2;51-4023.00;Rolling Machine Setters, Operators, and Tenders, Metal and Plastic;Setores, operadores e propostas de máquinas rolantes, metal e plástico;;;
2;51-4031.00;Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic;Máquinas de cortar, perfurar e máquinas de imprensa, operadores e propostas, metal e plástico;;;
2;51-4032.00;Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Máquinas-ferramentas para perfuração e furadeira, operadores e propostas, metal e plástico;;;
2;51-4033.00;Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Máquinas, operadoras e propostas de metais, lixar, polir e polir, metal e plástico;;;
2;51-4034.00;Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Fabricantes, operadores e propostas de ferramentas para torneiras e torneiras, metal e plástico;;;
2;51-4035.00;Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic;Máquinas, Operadores e Licitações de Máquinas de Fresagem e Alisação, Metal e Plástico;;;
3;51-4041.00;Machinists;Maquinistas;376250;Marionetistas;0.75
2;51-4051.00;Metal-Refining Furnace Operators and Tenders;Operadores e propostas de forno de refinação de metais;775110;Operador de prensa (folha de recobrimento de móveis);0.660377358490566
2;51-4052.00;Pourers and Casters, Metal;Pourers e rodízios, metal;;;
3;51-4061.00;Model Makers, Metal and Plastic;Fabricantes de modelos, metais e plástico;;;
3;51-4062.00;Patternmakers, Metal and Plastic;Patternmakers, Metal e Plástico;;;
2;51-4071.00;Foundry Mold and Coremakers;Molde de fundição e Coremakers;720125;Mestre de fundição de materiais;0.7213114754098361
2;51-4072.00;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;Moldadores, máquinas de moldagem e máquinas de fundição, operadores e propostas, metal e plástico;;;
2;51-4081.00;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;Seters, operadores e propostas de ferramentas múltiplas, metal e plástico;;;
3;51-4111.00;Tool and Die Makers;Fabricantes de ferramentas e matrizes;252710;Analista de planejamento de materias;0.6027397260273972
3;51-4111.00;Tool and Die Makers;Fabricantes de ferramentas e matrizes;142315;Gerente de departamento de marketing;0.6027397260273972
3;51-4121.06;Welders, Cutters, and Welder Fitters;Soldadores, cortadores e ajustadores de solda;;;
2;51-4121.07;Solderers and Brazers;Solderers and Brazers;;;
2;51-4122.00;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;Setores, operadores e propostas de soldagem, solda e brasagem;;;
2;51-4191.00;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;Equipamentos de tratamento térmico, operadores e propostas, metal e plástico;;;
2;51-4192.00;Layout Workers, Metal and Plastic;Layout Workers, Metal and Plastic;;;
2;51-4193.00;Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic;Instaladores, Operadores e Licitações de Placas e Revestimentos, Metal e Plástico;;;
2;51-4194.00;Tool Grinders, Filers, and Sharpeners;Grinders, Filers e Sharpeners de ferramentas;;;
3;51-5111.00;Prepress Technicians and Workers;Técnicos e trabalhadores de pré-impressão;741105;Mecânico de aparelhos de precisão;0.6216216216216216
3;51-5112.00;Printing Press Operators;Operadores de imprensa;842110;Operador de prensa;0.9
2;51-5113.00;Print Binding and Finishing Workers;Trabalhadores de encadernação e acabamento de impressão;862305;Operador de estação de tratamento de esgoto;0.6326530612244898
1;51-6011.00;Laundry and Dry-Cleaning Workers;Trabalhadores de lavanderia e limpeza a seco;623015;Trabalhador de pecuária polivalente;0.6075949367088608
1;51-6021.00;Pressers, Textile, Garment, and Related Materials;Pressão, Têxtil, Vestuário e Materiais Relacionados;;;
1;51-6031.00;Sewing Machine Operators;Operadores de máquinas de costura;784115;Operador de máquina de rotular;0.8571428571428571
2;51-6041.00;Shoe and Leather Workers and Repairers;Trabalhadores e reparadores de calçado e couro;765405;Trabalhador do acabamento de artefatos de tecidos e couros;0.6730769230769231
2;51-6042.00;Shoe Machine Operators and Tenders;Operadores e licitações de máquinas de calçado;722405;Operador de máquina de cablear;0.7105263157894737
2;51-6051.00;Sewers, Hand;Esgotos, mão;;;
3;51-6052.00;Tailors, Dressmakers, and Custom Sewers;Costuradores, Costureiras e Redes de Esgoto Personalizadas;;;
2;51-6061.00;Textile Bleaching and Dyeing Machine Operators and Tenders;Operadores e propostas de máquinas de branqueamento e tingimento de têxteis;831110;Operador de processos de semibranqueamento de pasta/celulose;0.6222222222222222
2;51-6062.00;Textile Cutting Machine Setters, Operators, and Tenders;Máquinas de corte de têxteis, operadores e propostas;;;
2;51-6063.00;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;Fabricantes, Operadores e Aquisições de Têxteis de Tecidos e Tecidos;;;
2;51-6064.00;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;Instaladores, Operadores e Ofertas de Máquina de Enrolamento, Torção e Desenho de Têxteis;;;
2;51-6091.00;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;Instaladores, Operadores e Propostas de Máquinas Extrusoras e Formadoras, Fibras sintéticas e de vidro;;;
3;51-6092.00;Fabric and Apparel Patternmakers;Fabricantes de padrões de tecido e roupas;765405;Trabalhador do acabamento de artefatos de tecidos e couros;0.6262626262626263
2;51-6093.00;Upholsterers;Estofadores;715210;Estucador;0.7
2;51-7011.00;Cabinetmakers and Bench Carpenters;Escritores e carpinteiros de bancada;721105;Ferramenteiro de bancada;0.6666666666666666
2;51-7021.00;Furniture Finishers;Acabamentos de móveis;354410;Avaliador de imóveis;0.6829268292682927
2;51-7021.00;Furniture Finishers;Acabamentos de móveis;771105;Marceneiro de móveis;0.6829268292682927
3;51-7031.00;Model Makers, Wood;Fabricantes de modelos, madeira;;;
3;51-7032.00;Patternmakers, Wood;Patternmakers, Wood;;;
2;51-7041.00;Sawing Machine Setters, Operators, and Tenders, Wood;Máquinas, operadores e propostas de máquinas de serrar, madeira;773510;Operador de máquinas de usinar madeira (cnc);0.6355140186915887
2;51-7042.00;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;Setores, operadores e propostas de máquinas para trabalhar madeira, exceto serrar;;;
3;51-8011.00;Nuclear Power Reactor Operators;Operadores de Reatores de Energia Nuclear;861120;Operador de reator nuclear;0.746268656716418
3;51-8012.00;Power Distributors and Dispatchers;Distribuidores de Energia e Dispatchers;;;
2;51-8013.00;Power Plant Operators;Operadores de usinas;861205;Operador de eclusa;0.7894736842105263
3;51-8021.00;Stationary Engineers and Boiler Operators;Engenheiros estacionários e operadores de caldeiras;222120;Engenheiro especialista em tecnologia de madeira;0.6060606060606061
3;51-8031.00;Water and Wastewater Treatment Plant and System Operators;Operadores de instalações e sistemas de tratamento de águas e águas residuais;862205;Operador de instalação de tratamento de água;0.6942148760330579
2;51-8091.00;Chemical Plant and System Operators;Operadores de planta e sistema químico;811615;Operador de carboquímico;0.6451612903225806
3;51-8092.00;Gas Plant Operators;Operadores de planta de gás;862405;Operador de sistema de gás;0.7924528301886793
2;51-8093.00;Petroleum Pump System Operators, Refinery Operators, and Gaugers;Operadores de sistemas de bomba de petróleo, Operadores de refinarias e Gaugers;;;
2;51-8099.01;Biofuels Processing Technicians;Técnicos de processamento de biocombustíveis;391125;Técnico de processo de fabricação;0.6753246753246753
2;51-8099.03;Biomass Plant Technicians;Técnicos de planta de biomassa;373130;Técnico de captação de som;0.7142857142857143
3;51-8099.04;Hydroelectric Plant Technicians;Técnicos de usina hidrelétrica;861105;Operador de usina hidrelétrica;0.7666666666666667
2;51-9011.00;Chemical Equipment Operators and Tenders;Operadores e propostas de equipamentos químicos;954125;Operador de equipamentos elétricos;0.7160493827160493
2;51-9012.00;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;Setores, operadores e propostas de separação, filtragem, clarificação, precipitação e ainda máquina.;;;
2;51-9021.00;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;Máquinas de trituração, trituração e polimento, setores, operadores e propostas;;;
1;51-9022.00;Grinding and Polishing Workers, Hand;Trabalhadores de moagem e polimento, mão;623015;Trabalhador de pecuária polivalente;0.64
2;51-9023.00;Mixing and Blending Machine Setters, Operators, and Tenders;Setores, operadores e propostas de máquinas de mistura e mistura;;;
2;51-9031.00;Cutters and Trimmers, Hand;Cutters and Trimmers, Hand;;;
2;51-9032.00;Cutting and Slicing Machine Setters, Operators, and Tenders;Setores, operadores e propostas de cortar e cortar máquinas;;;
2;51-9041.00;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;Instaladores, Operadores e Ofertas de Máquinas de Extrusão, Formação, Pressão e Compactação;;;
2;51-9051.00;Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders;Forno, estufa, forno, secadora e aquecedor de água;;;
2;51-9061.00;Inspectors, Testers, Sorters, Samplers, and Weighers;Inspectores, Testadores, Classificadores, Samplers e Pesadores;;;
3;51-9071.01;Jewelers;Joalheiros;613310;Coelheiro;0.7368421052631579
3;51-9071.06;Gem and Diamond Workers;Gem and Diamond Workers;;;
3;51-9071.07;Precious Metal Workers;Trabalhadores de metais preciosos;751130;Trefilador de metais preciosos, a  máquina;0.72
2;51-9081.00;Dental Laboratory Technicians;Técnicos de Laboratório Dentário;301105;Técnico de laboratório industrial;0.8
3;51-9082.00;Medical Appliance Technicians;Técnicos de aparelhos médicos;322505;Técnico de aparelhos ortopédicos;0.8852459016393442
2;51-9083.00;Ophthalmic Laboratory Technicians;Técnicos de laboratório oftalmológico;324205;Técnico de laboratório médico;0.8181818181818182
2;51-9111.00;Packaging and Filling Machine Operators and Tenders;Operadores e propostas de máquinas de embalagem e enchimento;784110;Operador de máquina de embalar;0.6444444444444445
2;51-9121.00;Coating, Painting, and Spraying Machine Setters, Operators, and Tenders;Produtores, operadores e propostas de revestimento, pintura e pulverização;;;
2;51-9122.00;Painters, Transportation Equipment;Pintores, equipamento de transporte;131110;Diretor de departamento de esportes;0.6857142857142857
2;51-9123.00;Painting, Coating, and Decorating Workers;Trabalhadores de pintura, revestimento e decoração;622505;Trabalhador de fruticultura em geral;0.6046511627906976
2;51-9141.00;Semiconductor Processors;Processadores de semicondutores;842110;Processador de fumo;0.68
2;51-9141.00;Semiconductor Processors;Processadores de semicondutores;848420;Provador de licores;0.68
2;51-9151.00;Photographic Process Workers and Processing Machine Operators;Trabalhadores de processos fotográficos e operadores de máquinas de processamento;;;
2;51-9191.00;Adhesive Bonding Machine Operators and Tenders;Operadores e ofertas de máquinas de ligação adesiva;711130;Operador de máquinas de mineração;0.6904761904761905
2;51-9192.00;Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders;Operadores e licenças de limpeza, lavagem e equipamentos de decapagem de metais;;;
2;51-9193.00;Cooling and Freezing Equipment Operators and Tenders;Operadores e propostas de equipamentos de refrigeração e congelação;811425;Operador de equipamento de destilação de álcool;0.6842105263157895
2;51-9194.00;Etchers and Engravers;Etchers e gravadores;;;
2;51-9195.03;Stone Cutters and Carvers, Manufacturing;Stone Cutters and Carvers, Manufacturing;;;
2;51-9195.04;Glass Blowers, Molders, Benders, and Finishers;Sopradores de vidro, moldadores, dobradores e acabadores;;;
3;51-9195.05;Potters, Manufacturing;Potter, Fabricação;741120;Relojoeiro (fabricação);0.6341463414634146
2;51-9195.07;Molding and Casting Workers;Trabalhadores de moldagem e fundição;721115;Modelador de metais (fundição);0.6060606060606061
2;51-9196.00;Paper Goods Machine Setters, Operators, and Tenders;Seters, operadores e propostas de máquinas de produtos de papel;;;
2;51-9197.00;Tire Builders;Construtores de pneus;992115;Consertador de pneus;0.7804878048780488
2;51-9198.00;Helpers--Production Workers;Assistentes - Trabalhadores da produção;;;
2;51-9199.01;Recycling and Reclamation Workers;Trabalhadores de Reciclagem e Recuperação;622505;Trabalhador de fruticultura em geral;0.6493506493506493
2;53-1011.00;Aircraft Cargo Handling Supervisors;Supervisores de Manipulação de Carga de Aeronaves;710115;Supervisor de perfuração e desmonte;0.6666666666666666
2;53-1021.00;First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand;Supervisores de primeira linha de ajudantes, operários e movers de materiais, mão;;;
2;53-1021.01;Recycling Coordinators;Coordenadores de Reciclagem;253120;Coordenador de mídia;0.723404255319149
2;53-1031.00;First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators;Supervisores de primeira linha de transportadores e operadores de veículos e máquinas de movimentação de material;;;
4;53-2011.00;Airline Pilots, Copilots, and Flight Engineers;Pilotos de linha aérea, copilotos e engenheiros de vôo;;;
3;53-2012.00;Commercial Pilots;Pilotos comerciais;341105;Piloto comercial;0.8823529411764706
3;53-2021.00;Air Traffic Controllers;Controladores aéreos;342410;Controlador de tráfego;0.7619047619047619
3;53-2022.00;Airfield Operations Specialists;Especialistas em Operações de Aeródromo;201210;Especialista em calibrações metrológicas;0.6582278481012658
3;53-2031.00;Flight Attendants;Comissários de bordo;511105;Comissário de bordo;0.9743589743589743
2;53-3011.00;Ambulance Drivers and Attendants, Except Emergency Medical Technicians;Condutores e atendentes ambulatoriais, exceto técnicos médicos de emergência;;;
2;53-3021.00;Bus Drivers, Transit and Intercity;Motoristas de ônibus, trânsito e Intercity;782405;Motorista de ônibus rodoviário;0.6388888888888888
2;53-3022.00;Bus Drivers, School or Special Client;Motoristas de ônibus, escola ou cliente especial;782405;Motorista de ônibus rodoviário;0.6153846153846154
2;53-3031.00;Driver/Sales Workers;Motorista / Trabalhadores de vendas;715405;Motorista operador de betoneira;0.6666666666666666
2;53-3032.00;Heavy and Tractor-Trailer Truck Drivers;Motoristas de caminhões pesados ??e trator-reboque;782515;Motorista de caminhão-guincho pesado com munk;0.6105263157894737
2;53-3033.00;Light Truck or Delivery Services Drivers;Caminhões leves ou serviços de entrega Drivers;;;
1;53-3041.00;Taxi Drivers and Chauffeurs;Motoristas de táxi e chauffeurs;782315;Motorista de táxi;0.7083333333333334
2;53-4011.00;Locomotive Engineers;Engenheiros de locomotivas;214705;Engenheiro de minas;0.8
2;53-4012.00;Locomotive Firers;Locadoras de locomotivas;775110;Montador de lâminas;0.6511627906976745
2;53-4013.00;Rail Yard Engineers, Dinkey Operators, and Hostlers;Engenheiros de trilhos, operadores Dinkey e Hostlers;;;
2;53-4021.00;Railroad Brake, Signal, and Switch Operators;Operadores de travagem de estrada de ferro, sinal e comutador;342410;Operador de centro de controle (ferrovia e metrô);0.6363636363636364
2;53-4031.00;Railroad Conductors and Yardmasters;Condutores de estrada de ferro e Yardmasters;;;
2;53-4041.00;Subway and Streetcar Operators;Operadores de metrô e rodoviários;342305;Supervisor de tráfego rodoviário;0.7076923076923077
2;53-4041.00;Subway and Streetcar Operators;Operadores de metrô e rodoviários;414115;Operador de balanças rodoviárias;0.7076923076923077
