CBO2002;TITULO;trad;Job_Zone;code;prox;title
622210;Cultivador de agave - conta própria;Agave grower - own account;;;;
622210;Cultivador de agave - exclusive conta própria e empregador;Agave grower - exclusive own account and employer;;;;
622210;Cultivador de sisal - conta própria;Sisal grower - own account;;;;
622215;Batedor de rami;Rami scout;;;;
622215;Carregador de rami;Ramie charger;;;;
622215;Cortador de rami;Branch cutter;;;;
622215;Cultivador de rami - conta própria;Ramie cultivator - own account;;;;
622215;Cultivador de rami - exclusive conta própria e empregador;Ramie cultivator - own account and employer;;;;
622215;Fibreiro de rami;Fibreiro de rami;;;;
622205;Cultivador de algodão - exclusive conta própria e empregador;Cotton Grower - exclusive own account and employer;;;;
622305;Trabalhador da cultura de feijão, lentilha e ervilha;Bean, lentil and pea crop worker;;;;
622305;Trabalhador na cultura de tomate;Worker in tomato culture;;;;
622315;Plantador de beterraba;Beet Planter;;;;
622315;Trabalhador na cultura de batata-doce;Worker in the cultivation of sweet potatoes;;;;
622320;Trabalhador na cultura de hortaliças;Worker in the crop of vegetables;;;;
622315;Trabalhador na cultura de batata-inglesa;Worker in the cultivation of potato;;;;
622315;Trabalhador na cultura de cebola;Worker in onion culture;;;;
622315;Trabalhador na cultura de mandioca;Worker in cassava;;;;
622315;Trabalhador na cultura de beterraba;Worker in the beet culture;;;;
622405;Floricultor no cultivo de flores e folhagens de corte;Floriculture in the cultivation of cut flowers and foliage;;;;
622405;Trabalhador na floricultura (flores e folhagens de corte);Floriculture worker (cut flowers and foliage);;;;
622410;Floricultor no cultivo de flores em vaso;Floriculture in potted flower cultivation;;;;
622410;Trabalhador na floricultura (flores em vaso);Florist worker (potted flowers);;;;
622415;Floricultor no cultivo de forragens;Floriculture in the cultivation of fodder;;;;
622425;Trabalhador da cultura de plantas ornamentais;Ornamental Plant Culture Worker;;;;
622420;Floricultor no cultivo de mudas;Floriculture in the cultivation of seedlings;;;;
622420;Trabalhador na floricultura (cultivo de mudas);Floriculture worker (growing of seedlings);;;;
622425;Floricultor no cultivo de plantas ornamentais;Floriculture in the cultivation of ornamental plants;;;;
622425;Trabalhador na floricultura (plantas ornamentais);Floriculture worker (ornamental plants);;;;
622415;Trabalhador na floricultura (forrações);Floriculture worker (fodder);;;;
622505;Trabalhador da cultura de banana;Banana worker;;;;
622515;Trabalhador no cultivo de uva de vinho e suco;Worker growing wine grape and juice;;;;
622505;Trabalhador da cultura de abacate;Avocado worker;;;;
622505;Trabalhador da cultura de cajá;Cashew worker;;;;
622505;Trabalhador da cultura de carambola;Carambola Culture Worker;;;;
622505;Trabalhador da cultura de fruta-pão;Breadfruit worker;;;;
622505;Trabalhador da cultura de jaca;Jaca worker;;;;
622505;Trabalhador da cultura de jenipapo;Culture worker of genipapo;;;;
622505;Trabalhador da cultura de pinha;Pineapple Grower;;;;
622505;Trabalhador da cultura de pitanga;Pitanga Culture Worker;2;43-3041.00;0.6341463414634146;Gaming Cage Workers
622505;Colhedor de banana;Banana hen;;;;
622505;Trabalhador da cultura de tamarindo;Tamarind Culture Worker;2;43-3041.00;0.6666666666666666;Gaming Cage Workers
622505;Colhedor de caju;Caulk lanyard;;;;
622505;Trabalhador da cultura de umbu;Worker of umbu culture;;;;
622505;Colhedor de laranja;Orange lanyard;4;19-1031.02;0.6428571428571429;Range Managers
622505;Colhedor de manga;Sleeve lanyard;;;;
622505;Colhedor de pêssego;Peach lanyard;;;;
622505;Trabalhador da cultura de graviola;Graviola worker;4;39-9032.00;0.6060606060606061;Recreation Workers
622505;Trabalhador da cultura de cupuaçu;Cupuaçu Culture Worker;;;;
622505;Trabalhador da cultura de amora;Crop worker;4;27-3043.04;0.6086956521739131;Copy Writers
622505;Trabalhador da cultura de maçã;Apple Culture Worker;;;;
622505;Trabalhador da cultura de caju;Cashew worker;;;;
622505;Trabalhador da cultura de pêra;Pear Culture Worker;2;37-2021.00;0.6153846153846154;Pest Control Workers
622505;Trabalhador da cultura de atemóia;Atemóia Culture Worker;;;;
622505;Trabalhador da cultura de caqui;Khaki Culture Worker;2;43-3041.00;0.6153846153846154;Gaming Cage Workers
622505;Trabalhador da cultura de ameixa;Plum Culture Worker;;;;
622505;Trabalhador da cultura de acerola;Worker of the culture of acerola;;;;
622505;Trabalhador da cultura de nectarina;Nectarine worker;4;39-9032.00;0.6470588235294118;Recreation Workers
622505;Trabalhador da cultura de laranja e outros cítricos;Worker of orange and other citrus crops;;;;
622505;Apanhador de laranja;Orange Catcher;;;;
622505;Trabalhador da cultura de cítricos;Citrus worker;;;;
622505;Trabalhador da cultura de manga;Mango Culture Worker;2;43-3041.00;0.6666666666666666;Gaming Cage Workers
622505;Trabalhador da cultura de pêssego;Peach Culture Worker;;;;
622505;Trabalhador de fruticultura em geral;Fruticulture worker in general;;;;
622505;Trabalhador na cultura de romã;Worker in pomegranate culture;;;;
622510;Trabalhador da cultura de abacaxi;Pineapple grower worker;;;;
622510;Trabalhador da cultura de melão;Melon worker;;;;
622510;Trabalhador da cultura de melancia;Watermelon worker;;;;
622510;Trabalhador da cultura de morango;Strawberry Culture Worker;;;;
622515;Trabalhador da cultura de uva;Grape Grower;;;;
622515;Colhedor de uva;Vineyard limb;;;;
622515;Trabalhador da cultura de maracujá;Passion fruit worker;;;;
622515;Trabalhador da cultura de framboesa;Raspberry Culture Worker;;;;
622515;Trabalhador no cultivo de uva de mesa;Worker in the cultivation of table grapes;;;;
622515;Trabalhador no cultivo de quiui (kiwi);Worker in the cultivation of quiui (kiwi);;;;
622505;Trabalhador da cultura de goiaba;Worker of guava culture;;;;
622620;Colhedor de fumo;Smoking limb;;;;
622620;Fumeiro;Smokehouse;;;;
622620;Cultivador de fumo - exclusive conta própria e empregador;Smoke Grower - exclusive own account and employer;;;;
622620;Fumicultor - exclusive conta própria e empregador;Smoker - exclusive own account and employer;;;;
622625;Colhedor de guaraná;Guarana hen;;;;
622625;Guaranazeiro;Guaranazeiro;;;;
622625;Cultivador de guaraná - exclusive conta própria e empregador;Guarana grower - exclusive own account and employer;;;;
622625;Podador de guaraná;Guarani pruner;;;;
622625;Torrador de guaraná;Guarana roaster;;;;
622605;Barcaceiro - na cultura de cacau;Barcaceiro - in cocoa culture;;;;
622605;Tirador - na cultura de cacau;Shooter - in the cocoa culture;;;;
622605;Podador da cultura de cacau;Cocoa Grower;;;;
622605;Enxertador de cacau;Cocoa Engraver;2;51-9194.00;0.6285714285714286;Etchers and Engravers
622605;Tropeiro - na cultura de cacau;Tropeiro - in the cocoa culture;;;;
622605;Cacauicultor - exclusive conta própria e empregador;Cacauicultor - exclusive own account and employer;;;;
622605;Colhedor de cacau;Cocoa beef;;;;
622605;Embandeirador de cacau;Cocoa Envelope;;;;
622605;Quebrador - na cultura de cacau;Breaker - in cocoa culture;;;;
622610;Apanhador de café;Coffee Catcher;;;;
622610;Colhedor de café;Coffee sheriff;;;;
622610;Terreirista de café;Coffee Terreirista;;;;
622610;Terrereiro de café;Terrereiro de café;;;;
622610;Arruador de café;Coffee breaker;;;;
622610;Cafeicultor - exclusive conta própria e empregador;Coffee Grower - exclusive own account and employer;;;;
622610;Catador de café;Coffee Taster;;;;
622615;Tarefeiro na cultura de erva-mate;Tangerine in weed culture;;;;
622615;Podador de erva-mate;Mate grass trimmer;;;;
622615;Colhedor de erva-mate;Col of herb-mate;;;;
622615;Trabalhador da matecultura;Mate Worker;2;39-9011.00;0.6428571428571429;Childcare Workers
622615;Plantador da matecultura;Mate Planter;;;;
622715;Subidor de coqueiro;Coconut stick;;;;
622715;Colhedor de coco;Coconut limb;;;;
622720;Cortador de dendê;Palm cutter;;;;
622725;Quebrador de mamona;Castor breaker;;;;
622805;Lavrador da cultura de especiarias;Plowman of the spice culture;;;;
622805;Trabalhador na cultura de pimenta-do-reino;Worker in the pepper culture;;;;
623015;Castrador - na pecuária;Castrador - in livestock;;;;
623015;Manoseador;Handler;;;;
623015;Peão de cavalo;Horse Pawn;;;;
623015;Peão de estábulo;Stable pawn;;;;
623015;Assinalador - na pecuária;Ticker - in livestock;;;;
623015;Preparador de ração natural para gado;Preparer of natural feed for livestock;;;;
623015;Capataz;Foreman;;;;
623030;Ferrador de equinos;Horse mackerel;;;;
623025;Casqueador de bovinos;Casqueador of bovinos;;;;
623030;Ferrageador de equinos;Equine Ferrets;;;;
623010;Inseminador de animais;Animal inseminator;5;19-1011.00;0.6285714285714286;Animal Scientists
623015;Condutor de bovinos;Bovine Conductor;;;;
623015;Embretador;Embretador;;;;
623015;Condutor de bois - na criação;Conductor of oxen - in creation;;;;
623015;Cevador (pecuária);Crop husbandry;;;;
623015;Campeiro - na pecuária;Champion - in livestock;;;;
623015;Arraçoador (pecuária polivalente);Arraçoador (multivalent livestock);;;;
623015;Castrador;Castrator;5;25-4012.00;0.7058823529411765;Curators
623105;Tratador (asininos e muares);Tractor (signin and muares);;;;
623125;Cavalariço;Groom;;;;
623105;Adestrador de animais de trabalho ( asininos e muares);Coach of working animals (asinine and muares);;;;
623105;Campeiro (asininos e muares);Campeiro (assininos and muares);;;;
623105;Treinador (asininos e muares);Coach (asses and mules);4;27-2022.00;0.6829268292682927;Coaches and Scouts
623110;Auxiliar de vaqueiro;Assistant Cowboy;;;;
623110;Arrebanhador;Arrebanhador;;;;
623110;Peão de pecuária;Livestock pawn;;;;
623110;Tocador de gado - na pecuária;Livestock farmer - in livestock;;;;
623110;Vaqueiro - na agropecuária - exclusive conta própria e empregador;Cowboy - in farming - exclusive own account and employer;;;;
623110;Vaqueiro (bovinos corte);Cowboy (beef cattle);;;;
623110;Ajudante de vaqueiro;Cowboy Helper;;;;
623110;Batedor de pasto;Pasture beater;;;;
623110;Trabalhador rural;Rural worker;;;;
623110;Ajudante de boiadeiro;Customer Service Representative;2;43-4051.00;0.9841269841269841;Customer Service Representatives
623110;Vaqueiro inseminador (bovinos corte);Cowboy inseminator (beef cattle);;;;
623110;Vaqueiro;Cowboy;;;;
623110;Campeiro (bovinos de corte);Champion (beef cattle);;;;
623115;Ordenhador - na pecuária;Milking machine - in livestock;;;;
623115;Trabalhador - na pecuária - exclusive conta própria e empregador;Worker - in livestock - excluding own account and employer;;;;
623115;Apartador de gado;Cattle farm;;;;
623115;Retireiro - na pecuária;Retirement - in livestock;;;;
623115;Operador de ordenhadeira;Milking operator;;;;
623115;Retireiro inseminador;Retireiro inseminador;;;;
623115;Vaqueiro inseminador;Inseminator Cowboy;;;;
623115;Vaqueiro (bovinhos leite);Cowboy (milk cows);;;;
623120;Vaqueiro (bubalinos);Cowboy (buffaloes);;;;
623120;Campeiro (bubalinos);Champion (buffaloes);;;;
623120;Peão (bubalinos);Pawn (buffaloes);;;;
623120;Retireiro;Retireiro;;;;
623120;Trabalhador rural (bubalinos);Rural worker (buffaloes);;;;
623125;Treinador (eqüinos);Coach (Equine);;;;
623125;Cavaleiro;Knight;;;;
623125;Pantaneiro - exclusive conta própria e empregador;Pantaneiro - exclusive own account and employer;;;;
623125;Encilhador;Enumerator;5;25-4012.00;0.6666666666666666;Curators
623125;Adestrador (eqüinos);Coach (equins);;;;
623125;Repassador - na pecuária;Repassador - in livestock;;;;
623125;Campeiro (eqüinos);Champion (Equine);;;;
623125;Tratador (eqüinos);Trainer (equines);;;;
623125;Peão (eqüinos);Pedestrian (equines);;;;
623105;Peão (asininos e muares);Pawn (donkeys and mules);;;;
623205;Tratador de animais - caprinos;Animal handler - goats;2;39-2011.00;0.6486486486486487;Animal Trainers
623205;Retireiro (caprinos);Retriever (goats);;;;
623205;Caprinocultor - exclusive conta própria;Caprinocultor - exclusive own account;;;;
623210;Pastor - na pecuária;Pastor - in livestock;;;;
623215;Suinocultor - exclusive conta  própria;Swine - exclusive own account;;;;
623210;Tosquiador;Shearer;;;;
623210;Trabalhador de manutenção e preparação de tosqueadeiras;Crawler maintenance and preparation worker;3;49-9071.00;0.6172839506172839;Maintenance and Repair Workers, General
623210;Ovinocultor - exclusive conta própria;Ovinocultor - exclusive own account;;;;
623210;Tosador;Toaster;4;19-1032.00;0.625;Foresters
623305;Avicultor de corte - exclusive conta própria e empregador;Poultry farmer - exclusive own account and employer;;;;
623310;Avicultor - exclusive conta própria na avicultura de postura;Poultry - exclusive own account in poultry;;;;
623310;Avicultor  de postura - exclusive conta própria e empregador;Poultry farmer - exclusive own account and employer;;;;
623325;Selecionador de pintos por sexo;Sex Pin Selector;;;;
623315;Incubador de ovos;Egg Incubator;;;;
623320;Cunicultor - exclusive conta própria e empregador;Cunicultor - exclusive own account and employer;;;;
623325;Sexador de pintos;Pinter Sexter;;;;
623315;Auxiliar de incubação;Hatching helper;2;39-3011.00;0.6206896551724138;Gaming Dealers
623405;Serpentarista;Serpentarista;;;;
623405;Cobreiro;Copper;;;;
623410;Apicultor - exclusive conta própria e empregador;Beekeeper - exclusive own account and employer;;;;
623410;Criador de abelhas - exclusive conta própia e empregador;Beekeeper - exclusive own account and employer;;;;
623420;Parceiro do bicho-da-seda;Partner of the silkworm;;;;
623420;Criador de bicho-da-seda - conta própria;Creator of silkworm - own account;;;;
623420;Trabalhador sericícola;Sericulture worker;;;;
623420;Sericultor - exclusive conta própria e empregador;Sericultor - exclusive own account and employer;;;;
623420;Sericicultor - exclusive conta própria e empregador;Sericicultor - exclusive own account and employer;;;;
623415;Minhoqueiro - exclusive conta própria e empregador;Minhoqueiro - exclusive own account and employer;;;;
630105;Encarregado da aqüicultura;In charge of aquaculture;;;;
630110;Líder da área florestal;Leader of the forest area;;;;
630110;Encarregado da área florestal;In charge of the forest area;;;;
630110;Supervisor florestal;Forestry supervisor;2;39-1012.00;0.6857142857142857;Slot Supervisors
631005;Caranguejeiro;Caranguejeiro;;;;
631005;Trabalhador na pesca de crustáceo;Worker on crustacean fishing;;;;
631020;Pescador de peixes e camarões com redes;Fish and shrimp fisherman with nets;;;;
631020;Pescador de linhas (embarcações de pesca);Fisherman of lines (fishing vessels);;;;
631020;Pescador de espinhel (embarcações de pesca);Angler fisherman (fishing vessels);;;;
631020;Pescador artesanal de peixes e camarões em currais;Handmade fisherman and shrimp fisherman in pens;;;;
631020;Pescador artesanal de peixes e camarões com espinhel;Craft fisherman and prawn shrimp;;;;
631020;Pescador artesanal de peixes e camarões com redes e linhas;Handmade fish and shrimp fisherman with nets and lines;;;;
631020;Pescador artesanal de peixes e camaões com rede de calão;Handmade Fisherman of fishes and slaves with slang net;;;;
631020;Pescador artesanal de peixes e camarões com covos;Handmade Fisherman of fish and shrimp with coves;;;;
631020;Curraleiro de pesca artesanal de peixes e camarões;Curraleiro of artisanal fishing of fish and prawns;;;;
631020;Pescador de peixes e camarões em embarcações de pequeno porte;Fish and shrimp fisherman in small vessels;;;;
631020;Pescador artesanal de camarões;Handmade shrimp fisherman;;;;
631020;Pescador artesanal de peixes;Fisherman of fish;;;;
631020;Tarrafeador na pesca de peixes e camarões;Steamer for fish and shrimp fishing;;;;
631020;Remador, na pesca de peixes e camarões;Rower, fishing for fish and shrimps;;;;
631020;Pescador de tarrafa (peixes e camarões);Fisherman of tarrafa (fish and shrimps);;;;
631020;Jangadeiro, na pesca de peixes e camarões;Jangadeiro, fishing for fish and shrimps;;;;
631015;Pescador artesanal  de lagostas com covos;Handmade fisherman of lobsters with cows;;;;
631015;Pescador lagosteiro;Angler fisherman;;;;
631015;Pescador artesanal de lagostas com gaiolas;Craft lobster fisherman with cages;;;;
631015;Pescador de lagostas;Lobster fisherman;;;;
631015;Lagosteiro;Lakeshore;;;;
631015;Mergulhador - pescador de lagosta;Diver - lobster fisherman;;;;
631010;Mariscador;Shellfish;;;;
631010;Marisqueiro;Shellfish;;;;
631005;Trabalhador na captura de crustáceos;Worker in the capture of crustaceans;;;;
631005;Catador de crustáceos;Crustacean tiller;;;;
631005;Sirieiro;Sirieiro;;;;
631005;Catador de caranguejos;Crab Taker;;;;
631005;Catador de siris;Trough of siris;;;;
631105;Pirangueiro;Pirangueiro;2;47-2142.00;0.6086956521739131;Paperhangers
631105;Pescador de anzol;Hook fisherman;;;;
631330;Quelonicultor;Quelonicultor;;;;
631325;Piscicultor;pisciculturist;;;;
631325;Criador de peixes ornamentais;Ornamental fish breeder;;;;
631325;Alimentador de peixe;Fish feeder;;;;
631325;Arraçoador de peixe;Fish broiler;;;;
631325;Trabalhador - na criação de peixe - exclusive empregador;Worker - in fish farming - exclusive employer;;;;
631325;Trabalhador - na criação de peixes - exclusive conta própria;Worker - in fish farming - exclusive own account;;;;
631325;Trabalhador na piscicultura;Worker in fish farming;;;;
631320;Trabalhador da criação de ostras;Oyster worker;2;45-2092.01;0.6428571428571429;Nursery Workers
631320;Ostreicultor;Ostreicultor;;;;
631315;Trabalhador na criação de mexilhões;Worker on mussel farming;;;;
631315;Mitilicutor;Mitilicutor;;;;
631310;Jacarecultor;Jacarecultor;;;;
631310;Trabalhador na jacarecultura;Worker in the jacarecultura;;;;
631305;Camaroneiro;Camaroneiro;3;13-1041.06;0.631578947368421;Coroners
631305;Arraçoador de camarões;Shrimp broth;;;;
631305;Carcinicultor;Carcinicultor;;;;
631330;Criador de tartarugas;Turtle Breeder;3;45-2021.00;0.6206896551724138;Animal Breeders
631335;Ranicultor;Ranicultor;;;;
631335;Trabalhador na criação de rãs;Worker on frogs;;;;
631405;Bodegueiro (gelador industrial);Bodegueiro (industrial ice cream);;;;
631410;Bodegueiro (gelador profissional);Bodegueiro (professional ice cream maker);;;;
631410;Conservador de pescado em barco de pesca (gelador profissional);Conservative fish in fishing boat (professional ice cream);;;;
631405;Conservador de pescado em barco de pesca (gelador industrial);Conservative fish in fishing boat (industrial ice cream);;;;
631415;Vigia da proa;Bow porthole;;;;
632005;Mateiro - guia;Mateiro - guide;;;;
632005;Condutor de ecotrilha;Echo conductor;;;;
632010;Erveiro;Home;;;;
632015;Coletor de sementes (floresta);Seed Collector (forest);;;;
632015;Viveirista (mudas);Viveiro (seedlings);;;;
632015;Produtor de mudas (florestas);Seedlings producer (forests);;;;
632010;Dr. Raiz;Dr. Raiz;;;;
632125;Operador de triturador de toras;Log crusher operator;3;43-9011.00;0.631578947368421;Computer Operators
632125;Ajudante de reflorestamento;Reforestation helper;4;39-9032.00;0.631578947368421;Recreation Workers
632125;Arrastador de árvores;Treehugger;;;;
632120;Derrubador de árvores;Tree Breaker;;;;
632120;Cortador de árvores;Tree cutter;;;;
632125;Casqueador de toras;Casqueador of Toras;;;;
632125;Descascador de árvores;Tree Peeler;;;;
632125;Operador de máquina transportadora (madeira);Conveyor machine operator (wood);;;;
632105;Marcador de árvores;Tree Marker;2;41-9041.00;0.6666666666666666;Telemarketers
632105;Marcador de toras;Log bookmark;;;;
632110;Auxiliar de dendrometria;Assistant of dendrometria;;;;
632110;Romaneador;Romaneador;;;;
632110;Auxiliar de dendrometrista;Assistant of the dendrometrista;;;;
632110;Dendrometrista;Dendrometrista;5;29-1041.00;0.6153846153846154;Optometrists
632115;Balizador em inventário florestal;Balizer in forest inventory;;;;
632115;Inventariante florestal;Forest Inventory;3;33-2021.02;0.6470588235294118;Fire Investigators
632115;Auxiliar de inventário;Inventory Helper;;;;
632115;Mateiro;Mateiro;;;;
632115;Mateiro (inventário de florestas);Mateiro (forest inventory);;;;
632120;Cortador de lenha;Wood cutter;;;;
632120;Cortador descascador de toras;Log Peeler Cutter;;;;
632120;Auxiliar de operador de motosserra;Chainsaw Operator;3;27-4013.00;0.6875;Radio Operators
632120;Ajudante de derrubada;Felling Helper;;;;
632120;Serrador de árvores - na extração de madeira;Sawmill - on wood extraction;;;;
632120;Operador de serras (exploração florestal);Saw operator (logging);;;;
632120;Serrador de lenha;Wood Sawdust;;;;
632120;Cortador de cepos;Snare cutter;;;;
632120;Cortador de madeira - na extração;Wood Cutter - On Extraction;;;;
632120;Derrubador - na extração de madeira;Deburring - in the extraction of wood;;;;
632125;Abatedor - na extração de madeira;Slaughterer - in the extraction of wood;;;;
632125;Operador de descascador de madeira;Wood Peeler Operator;2;47-2072.00;0.6341463414634146;Pile-Driver Operators
632125;Operador de descascador de madeira;Wood Peeler Operator;2;51-8013.00;0.6341463414634146;Power Plant Operators
632125;Servente de reflorestamento;Reforestation servant;4;29-1125.00;0.6363636363636364;Recreational Therapists
632125;Explorador de madeira, em geral;Wooden explorer in general;;;;
632125;Transportador de árvores;Tree transporter;;;;
632125;Transportador de madeiras;Wood conveyor;;;;
632205;Sirgueiro;Sirgueiro;;;;
632215;Trabalhador da exploração de jotaicica;Jotaicica Farm Worker;;;;
632205;Toqueiro - seringueiro;Toqueiro - seringueiro;;;;
632205;Balateiro na extração de látex;Balateiro in the extraction of latex;;;;
632205;Balateiro;Balateiro;;;;
632205;Borracheiro - na extração de látex;Borracheiro - in the extraction of latex;;;;
632205;Brabo;Brabo;;;;
632205;Caucheiro;Caucheiro;;;;
632205;Coletor de látex;Latex Collector;;;;
632205;Defumador de látex;Latex smoker;;;;
632205;Extrator de látex;Latex Extractor;;;;
632210;Trabalhador da exploração de coquirana;Coquitlam Farm Worker;2;39-9011.00;0.631578947368421;Childcare Workers
632210;Sorveiro;Sorriso;;;;
632210;Maçarandubeiro;Maçarandubeiro;;;;
632210;Extrator de látex (gomas não elásticas);Latex extractor (non-elastic gums);;;;
632210;Amapateiro;Tips;;;;
632210;Sucubeiro;Sucubeiro;;;;
632215;Coletor de resinas;Resin collector;;;;
632215;Extrator de resinas;Resin Extractor;2;47-4031.00;0.6206896551724138;Fence Erectors
632215;Tirador de resinas;Resin handle;;;;
632215;Trabalhador da exploração de jatobá  (resinas);Jatoba Exploitation Worker (Resins);;;;
632215;Trabalhador da exploração de breu;Pitcher Worker;2;39-9011.00;0.6451612903225806;Childcare Workers
632215;Trabalhador da exploração de sucuruba;Sucuruba farm worker;;;;
632215;Trabalhador da cultura oiticica;Worker of oiticica culture;;;;
632205;Tirador de látex;Latex handle;;;;
632365;Amarrador de piaçava;Moor of I liked it;;;;
632365;Cortador de palha de piaçava;Straw Chopper;;;;
632365;Catador de piaçava;Piaçava tasting machine;;;;
632365;Beneficiador de piaçava;Piper maker;3;47-2011.00;0.6956521739130435;Boilermakers
632365;Batedor de piaçava;Piaçava beater;;;;
632305;Carregador de andiroba;Andiroba's charger;;;;
632305;Ajuntador de andiroba;Andiroba's antagonist;;;;
632305;Cozinhador de andiroba;I'm Online;;;;
632310;Apanhador de babaçu;Babassu catcher;;;;
632310;Coletor de babaçu;Babass Collector;;;;
632310;Extrator - na extração de babaçu;Extractor - in the extraction of babassu;;;;
632310;Caldereiro - na exploração de babaçu;Caldeireiro - in the exploitation of babassu;;;;
632310;Moezeiro - na exploração do babaçu;Moezeiro - in the exploitation of babassu;;;;
632315;Apanhador de bacaba;Bacaba catcher;;;;
632315;Cozinhador de vinho de bacaba;Bacaba wine steamer;;;;
632315;Carregador de bacaba;Bacaba charger;;;;
632315;Peneirador de vinho de bacaba;Bacaba wine sifter;;;;
632320;Ajuntador de buriti;Buriti's steward;;;;
632320;Carregador de buriti;Buriti Loader;;;;
632320;Apanhador de buriti;Buriti catcher;;;;
632325;Juntador - na extração da carnaúba;Junquera - in the extraction of the carnauba;;;;
632325;Lasteiro - na extração da carnaúba;Lasteiro - in the extraction of the carnaúba;;;;
632325;Cambiteiro - na extração da carnaúba;Cambiteiro - in the extraction of carnauba;;;;
632325;Foiceiro - na extração da carnaúba;Foceiro - in the extraction of carnauba;;;;
632325;Batedor de palha de carnaúba;Carnauba straw whisk;;;;
632325;Enfeixador de palha de carnaúba;Carnauba Straw Engraver;;;;
632325;Aparador - na extração da carnaúba;Sideboard - in the extraction of carnauba;;;;
632325;Cortador de palha de carnaúba;Carnauba Straw Cutter;;;;
632325;Cozinhador de cera de carnaúba - na extração;Carnauba wax cooker - in extraction;;;;
632325;Classificador de cera de carnaúba - na extração;Carnauba wax sorter - in extraction;;;;
632325;Baganeiro - na extração da carnaúba;Baganeiro - in the extraction of carnauba;;;;
632335;Aparador de óleo de copaíba;Copaiba oil trimmer;;;;
632335;Tirador de óleo de copaíba;Copaiba Oil Puller;;;;
632340;Trabalhador da cultura de malva;Mauve Culture Worker;;;;
632340;Cultivador de malva - exclusive conta própria e empregador;Mauve Grower - exclusive own account and employer;;;;
632340;Plantador de malva;Mauve planter;;;;
632340;Trabalhador da exploração de pãina;Farm Worker;2;39-9011.00;0.6428571428571429;Childcare Workers
632355;Trabalhador da exploração de licuri;Licensing Farm Worker;;;;
632355;Trabalhador da exploração de butiá;Butiá exploration worker;1;35-2021.00;0.625;Food Preparation Workers
632355;Cortador de palha de ouricuri;Straw Cutter from ouricuri;;;;
632355;Cortador de ouricuri;Ouricuri Cutter;;;;
632355;Ajuntador de ouricuri;Weapon maker;;;;
632355;Quebrador de ouricuri;Ouricuri Breaker;;;;
632360;Pequizeiro;Small;;;;
632365;Limpador de piaçava;Piaçava cleanser;;;;
632365;Piaçaveiro;Piaçaveiro;;;;
632365;Extrator de piaçava;Piaçava extractor;;;;
632365;Cortador de piaçava;Piaçava cutter;;;;
632405;Açaizeiro;Açai tree;;;;
632405;Pecunheiro;Pecunheiro;;;;
632410;Selecionador de castanha de caju;Cashew Nut Sorter;;;;
632420;Pupunheiro;Pupunheiro;;;;
632415;Catador de pinhão;Pinion Trough;;;;
632420;Palmiteiro;Palmitary;;;;
632410;Castanheiro;Castanheiro;1;41-2011.00;0.631578947368421;Cashiers
632505;Trabalhador da exploração de bacuri;Bacuri farm worker;;;;
632505;Trabalhador da exploração de sangue de grado;Grade Blood Worker;3;51-9071.06;0.6341463414634146;Gem and Diamond Workers
632505;Trabalhador da exploração de carapanaúba;Worker of the carapanaúba farm;;;;
632505;Trabalhador da exploração de aroeira;Masonry worker;2;45-2092.01;0.6206896551724138;Nursery Workers
632505;Trabalhador da exploração de janaguba;Janaguba exploration worker;;;;
632505;Trabalhador da exploração de mangabeira;Mangrove Farm Worker;;;;
632505;Trabalhador da exploração de santa maria;Santa maria exploration worker;;;;
632505;Trabalhador da exploração de jenipapo;Jenipapo Farm Worker;;;;
632505;Trabalhador da exploração de bacupari;Bacupari holding worker;;;;
632505;Trabalhador da exploração de ameixeira;Plum Farm Worker;2;39-9011.00;0.6060606060606061;Childcare Workers
632505;Trabalhador da exploração de amesca;Amesca Farm Worker;;;;
632505;Trabalhador da exploração de favela;Favela holding worker;;;;
632505;Trabalhador da exploração de ipê da flor roxa;Purple Flower Ipeper Worker;;;;
632505;Trabalhador da exploração de sacaca;Sack Worker;;;;
632505;Trabalhador da exploração de jacareúba;Jacareúba Farm Worker;;;;
632505;Trabalhador da exploração de quinarana;Quinarana Farm Worker;;;;
632505;Trabalhador da exploração de piquiá;Piquiá Farm Worker;;;;
632505;Trabalhador da exploração de cumaru;Cumaru Farm Worker;2;45-2092.01;0.6060606060606061;Nursery Workers
632505;Trabalhador da exploração de amapá;Amapá farm worker;;;;
632505;Trabalhador da exploração de jucá;Jucá farm worker;;;;
632505;Trabalhador da exploração de pau-rosa;Worker of the rosewood exploration;;;;
632505;Trabalhador da exploração de capituí;Farm worker;;;;
632505;Trabalhador da exploração de macaca poranga;Workman of the monaca holding poranga;;;;
632505;Trabalhador da exploração de ipê da flor amarela;Yellow Flower Ipeper Worker;;;;
632505;Trabalhador da exploração de marapoama;Marapoama Farm Worker;;;;
632505;Trabalhador da exploração de craveira da terra;Earth Harvesting Worker;;;;
632505;Trabalhador da exploração de preciosa;Precious Farm Worker;3;51-9071.07;0.8095238095238095;Precious Metal Workers
632505;Trabalhador da exploração de jatobá;Jatoba Exploitation Worker;;;;
632505;Trabalhador da exploração de caxinguba;Caxinguba Farm Worker;;;;
632505;Trabalhador da exploração de açacuzeiro;Farm Worker;2;39-9011.00;0.6428571428571429;Childcare Workers
632505;Trabalhador da exploração de cedro;Cedar Exploitation Worker;2;47-5081.00;0.6538461538461539;Helpers--Extraction Workers
