"CBO2002";"CIUO88";"titulo"
"766420";"7344";"Operarios de la fotografía y afines"
"766315";"7345";"Encuadernadores y afines"
"766325";"7345";"Encuadernadores y afines"
"766310";"7345";"Encuadernadores y afines"
"768705";"7345";"Encuadernadores y afines"
"766305";"7345";"Encuadernadores y afines"
"766320";"7345";"Encuadernadores y afines"
"768625";"7346";"Impresores de sericigrafía y estampadores a la plancha y en textiles"
"768630";"7346";"Impresores de sericigrafía y estampadores a la plancha y en textiles"
"848510";"7411";"Carniceros, pescaderos y afines"
"848505";"7411";"Carniceros, pescaderos y afines"
"848105";"7411";"Carniceros, pescaderos y afines"
"848520";"7411";"Carniceros, pescaderos y afines"
"848515";"7411";"Carniceros, pescaderos y afines"
"848525";"7411";"Carniceros, pescaderos y afines"
"848110";"7411";"Carniceros, pescaderos y afines"
"848115";"7411";"Carniceros, pescaderos y afines"
"848315";"7412";"Panaderos, pasteleros y confiteros"
"848325";"7412";"Panaderos, pasteleros y confiteros"
"840120";"7412";"Panaderos, pasteleros y confiteros"
"848305";"7412";"Panaderos, pasteleros y confiteros"
"848310";"7412";"Panaderos, pasteleros y confiteros"
"848205";"7413";"Operarios de la elaboración de productos lácteos"
"848215";"7413";"Operarios de la elaboración de productos lácteos"
"848210";"7413";"Operarios de la elaboración de productos lácteos"
"840105";"7415";"Catadores y clasificadores de alimentos y bebidas"
"848405";"7415";"Catadores y clasificadores de alimentos y bebidas"
"848415";"7415";"Catadores y clasificadores de alimentos y bebidas"
"848410";"7415";"Catadores y clasificadores de alimentos y bebidas"
"848420";"7415";"Catadores y clasificadores de alimentos y bebidas"
"840110";"7415";"Catadores y clasificadores de alimentos y bebidas"
"842115";"7416";"Preparadores y elaboradores de tabaco y sus productos"
"842105";"7416";"Preparadores y elaboradores de tabaco y sus productos"
"842110";"7416";"Preparadores y elaboradores de tabaco y sus productos"
"840115";"7416";"Preparadores y elaboradores de tabaco y sus productos"
"848605";"7416";"Preparadores y elaboradores de tabaco y sus productos"
"772115";"7421";"Operarios del tratamiento de la madera"
"772110";"7421";"Operarios del tratamiento de la madera"
"772105";"7421";"Operarios del tratamiento de la madera"
"770110";"7422";"Ebanistas y afines"
"771105";"7422";"Ebanistas y afines"
"775110";"7422";"Ebanistas y afines"
"775115";"7422";"Ebanistas y afines"
"774105";"7422";"Ebanistas y afines"
"771120";"7422";"Ebanistas y afines"
"771110";"7422";"Ebanistas y afines"
"771115";"7422";"Ebanistas y afines"
"775105";"7422";"Ebanistas y afines"
"775120";"7422";"Ebanistas y afines"
"773340";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773325";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773350";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773355";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773345";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773330";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773310";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773320";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773335";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773315";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"773305";"7423";"Reguladores y reguladores-operadores de máquinas de labrar madera"
"776405";"7424";"Cesteros, bruceros y afines"
"776430";"7424";"Cesteros, bruceros y afines"
"776410";"7424";"Cesteros, bruceros y afines"
"776415";"7424";"Cesteros, bruceros y afines"
"776420";"7424";"Cesteros, bruceros y afines"
"776425";"7424";"Cesteros, bruceros y afines"
"761105";"7431";"Preparadores de fibras"
"761110";"7431";"Preparadores de fibras"
"761235";"7431";"Preparadores de fibras"
"768125";"7432";"Tejedores con telares o de tejidos de punto afines"
"768105";"7432";"Tejedores con telares o de tejidos de punto afines"
"768110";"7432";"Tejedores con telares o de tejidos de punto afines"
"768115";"7432";"Tejedores con telares o de tejidos de punto afines"
"768130";"7432";"Tejedores con telares o de tejidos de punto afines"
"768120";"7432";"Tejedores con telares o de tejidos de punto afines"
"954305";"7433";"Sastres, modistos y sombrereros"
"765010";"7433";"Sastres, modistos y sombrereros"
"763005";"7433";"Sastres, modistos y sombrereros"
"763020";"7433";"Sastres, modistos y sombrereros"
"765015";"7433";"Sastres, modistos y sombrereros"
"318810";"7435";"Patronistas y cortadores de tela, cuero y afine"
"763115";"7435";"Patronistas y cortadores de tela, cuero y afine"
"763120";"7435";"Patronistas y cortadores de tela, cuero y afine"
"763110";"7435";"Patronistas y cortadores de tela, cuero y afine"
"318815";"7435";"Patronistas y cortadores de tela, cuero y afine"
"765215";"7436";"Costureros, bordadores y afines"
"760310";"7436";"Costureros, bordadores y afines"
"768205";"7436";"Costureros, bordadores y afines"
"768210";"7436";"Costureros, bordadores y afines"
"765225";"7436";"Costureros, bordadores y afines"
"765235";"7437";"Tapiceros, colchoneros y afines"
"765205";"7437";"Tapiceros, colchoneros y afines"
"765230";"7437";"Tapiceros, colchoneros y afines"
"765005";"7437";"Tapiceros, colchoneros y afines"
"762105";"7441";"Apelambradores, pellejeros y curtidores"
"762110";"7441";"Apelambradores, pellejeros y curtidores"
"762115";"7441";"Apelambradores, pellejeros y curtidores"
"762125";"7441";"Apelambradores, pellejeros y curtidores"
"762220";"7441";"Apelambradores, pellejeros y curtidores"
"762205";"7441";"Apelambradores, pellejeros y curtidores"
"762315";"7441";"Apelambradores, pellejeros y curtidores"
"762340";"7441";"Apelambradores, pellejeros y curtidores"
"762335";"7441";"Apelambradores, pellejeros y curtidores"
"762005";"7441";"Apelambradores, pellejeros y curtidores"
"762210";"7441";"Apelambradores, pellejeros y curtidores"
"762215";"7441";"Apelambradores, pellejeros y curtidores"
"762305";"7441";"Apelambradores, pellejeros y curtidores"
"762310";"7441";"Apelambradores, pellejeros y curtidores"
"762330";"7441";"Apelambradores, pellejeros y curtidores"
"760405";"7442";"Zapateros y afines"
"765110";"7442";"Zapateros y afines"
"765105";"7442";"Zapateros y afines"
"768320";"7442";"Zapateros y afines"
"764105";"7442";"Zapateros y afines"
"768310";"7442";"Zapateros y afines"
"764115";"7442";"Zapateros y afines"
"764110";"7442";"Zapateros y afines"
"764120";"7442";"Zapateros y afines"
"764305";"7442";"Zapateros y afines"
"768305";"7442";"Zapateros y afines"
"768325";"7442";"Zapateros y afines"
"768315";"7442";"Zapateros y afines"
"711225";"8111";"Operadores de instalaciones mineras"
"711215";"8111";"Operadores de instalaciones mineras"
"711220";"8111";"Operadores de instalaciones mineras"
"711230";"8111";"Operadores de instalaciones mineras"
"711240";"8111";"Operadores de instalaciones mineras"
"712105";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"712120";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"712135";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"712110";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"712115";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"712130";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"711320";"8113";"Perforadores y sondistas de pozos y afines"
"711315";"8113";"Perforadores y sondistas de pozos y afines"
"711325";"8113";"Perforadores y sondistas de pozos y afines"
"711330";"8113";"Perforadores y sondistas de pozos y afines"
"711310";"8113";"Perforadores y sondistas de pozos y afines"
"711305";"8113";"Perforadores y sondistas de pozos y afines"
"821240";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821235";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821230";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821255";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821245";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821205";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821210";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821215";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821220";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821225";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"821250";"8121";"Operadores de hornos de minerales y de hornos de primera fusión de metales"
"820115";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"820120";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"820110";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"822120";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821305";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821315";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821310";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821320";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821325";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821330";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"821335";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722210";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"820125";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"822125";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"822115";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"822110";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"822105";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722205";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722220";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722225";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722215";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722235";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"722230";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"723120";"8123";"Operadores de instalaciones de tratamiento térmico de metales"
"723125";"8123";"Operadores de instalaciones de tratamiento térmico de metales"
"723105";"8123";"Operadores de instalaciones de tratamiento térmico de metales"
"723110";"8123";"Operadores de instalaciones de tratamiento térmico de metales"
"723115";"8123";"Operadores de instalaciones de tratamiento térmico de metales"
"722415";"8124";"Operadores de máquinas trefiladoras y estiradoras de metales"
"722410";"8124";"Operadores de máquinas trefiladoras y estiradoras de metales"
"750205";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823230";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823240";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823250";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823245";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823215";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823235";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823220";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823255";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823315";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823265";"8131";"Operadores de homos de vidriería y cerámica y operadores de máquinas afines"
"823130";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"823125";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"823210";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"820205";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"823115";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"823110";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"823120";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"823105";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"773105";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773205";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773120";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773110";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773115";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773125";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773130";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773215";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773220";"8141";"Operadores de instalaciones de procesamiento de la madera"
"773210";"8141";"Operadores de instalaciones de procesamiento de la madera"
"831115";"8142";"Operadores de instalaciones para la preparación de pasta para papel"
"831110";"8142";"Operadores de instalaciones para la preparación de pasta para papel"
"831120";"8142";"Operadores de instalaciones para la preparación de pasta para papel"
"831105";"8142";"Operadores de instalaciones para la preparación de pasta para papel"
"831125";"8142";"Operadores de instalaciones para la preparación de pasta para papel"
"832135";"8142";"Operadores de instalaciones para la preparación de pasta para papel"
"832125";"8143";"Operadores de instalaciones para la fabricación de papel"
"832115";"8143";"Operadores de instalaciones para la fabricación de papel"
"832120";"8143";"Operadores de instalaciones para la fabricación de papel"
"832105";"8143";"Operadores de instalaciones para la fabricación de papel"
"832110";"8143";"Operadores de instalaciones para la fabricación de papel"
"811115";"8151";"Operadores de instalaciones quebrantadoras, trituradoras y mezcladoras de sustancias químicas"
"811105";"8151";"Operadores de instalaciones quebrantadoras, trituradoras y mezcladoras de sustancias químicas"
"811110";"8151";"Operadores de instalaciones quebrantadoras, trituradoras y mezcladoras de sustancias químicas"
"811205";"8152";"Operadores de instalaciones de tratamiento químico térmico"
"811330";"8153";"Operadores de equipos de filtración y separación de sustancias químicas"
"811320";"8153";"Operadores de equipos de filtración y separación de sustancias químicas"
"811315";"8153";"Operadores de equipos de filtración y separación de sustancias químicas"
"811305";"8153";"Operadores de equipos de filtración y separación de sustancias químicas"
"811310";"8153";"Operadores de equipos de filtración y separación de sustancias químicas"
"811410";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"811415";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"811420";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"811430";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"811405";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"811425";"8154";"Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural)"
"811335";"8155";"Operadores de instalaciones de refinación de petróleo y gas natural"
"811505";"8155";"Operadores de instalaciones de refinación de petróleo y gas natural"
"811510";"8155";"Operadores de instalaciones de refinación de petróleo y gas natural"
"810110";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"810105";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811215";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811650";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811625";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811605";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811645";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811615";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811620";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811635";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811610";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811630";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811005";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811130";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811125";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811120";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"861115";"8161";"Operadores de instalaciones de producción de energía"
"861105";"8161";"Operadores de instalaciones de producción de energía"
"861120";"8161";"Operadores de instalaciones de producción de energía"
"861110";"8161";"Operadores de instalaciones de producción de energía"
"861205";"8161";"Operadores de instalaciones de producción de energía"
"862105";"8162";"Operadores de máquinas de vapor y calderas"
"862115";"8162";"Operadores de máquinas de vapor y calderas"
"862155";"8162";"Operadores de máquinas de vapor y calderas"
"862120";"8162";"Operadores de máquinas de vapor y calderas"
"862130";"8162";"Operadores de máquinas de vapor y calderas"
"862110";"8162";"Operadores de máquinas de vapor y calderas"
"862305";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862140";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862205";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862150";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862405";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862310";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862505";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862515";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"721415";"8211";"Operadores de máquinas herramientas"
"721405";"8211";"Operadores de máquinas herramientas"
"721425";"8211";"Operadores de máquinas herramientas"
"721430";"8211";"Operadores de máquinas herramientas"
"721420";"8211";"Operadores de máquinas herramientas"
"721410";"8211";"Operadores de máquinas herramientas"
"823305";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"823320";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"823325";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"823330";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"715405";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"715410";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"715415";"8212";"Operadores de máquinas para fabricar cemento y otros productos minerales"
"811810";"8221";"Operadores de máquinas para fabricar productos farmacéuticos y cosméticos"
"812105";"8222";"Operadores de máquinas para fabricar municiones y explosivos"
"723220";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821440";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723215";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723225";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723235";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723230";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723205";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723210";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"723240";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821405";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821450";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821435";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821425";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821420";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821110";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821410";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821445";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821430";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"821415";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"811725";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"811735";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"811705";"8231";"Operadores de máquinas para fabricar productos de caucho"
"811710";"8231";"Operadores de máquinas para fabricar productos de caucho"
"811775";"8231";"Operadores de máquinas para fabricar productos de caucho"
"811750";"8231";"Operadores de máquinas para fabricar productos de caucho"
"811715";"8231";"Operadores de máquinas para fabricar productos de caucho"
"992115";"8231";"Operadores de máquinas para fabricar productos de caucho"
"810205";"8232";"Operadores de máquinas para fabricar productos de material plástico"
"811770";"8232";"Operadores de máquinas para fabricar productos de material plástico"
"811760";"8232";"Operadores de máquinas para fabricar productos de material plástico"
"811745";"8232";"Operadores de máquinas para fabricar productos de material plástico"
"773415";"8240";"Operadores de máquinas para fabricar productos de madera"
"766250";"8251";"Operadores de máquinas de imprenta"
"766220";"8251";"Operadores de máquinas de imprenta"
"766215";"8251";"Operadores de máquinas de imprenta"
"766245";"8251";"Operadores de máquinas de imprenta"
"766230";"8251";"Operadores de máquinas de imprenta"
"766225";"8251";"Operadores de máquinas de imprenta"
"766205";"8251";"Operadores de máquinas de imprenta"
"830105";"8253";"Operadores de máquinas para fabricar productos de papel"
"833105";"8253";"Operadores de máquinas para fabricar productos de papel"
"833120";"8253";"Operadores de máquinas para fabricar productos de papel"
"833125";"8253";"Operadores de máquinas para fabricar productos de papel"
"833110";"8253";"Operadores de máquinas para fabricar productos de papel"
"833115";"8253";"Operadores de máquinas para fabricar productos de papel"
"761005";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761205";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761220";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761255";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761250";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761240";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761230";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761260";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761225";"8261";"Operadores de máquinas de preparación de fibras, hilado y devanado"
"761354";"8262";"Operadores de telares y otras máquinas tejedoras"
"761306";"8262";"Operadores de telares y otras máquinas tejedoras"
"761327";"8262";"Operadores de telares y otras máquinas tejedoras"
"761351";"8262";"Operadores de telares y otras máquinas tejedoras"
"761357";"8262";"Operadores de telares y otras máquinas tejedoras"
"761363";"8262";"Operadores de telares y otras máquinas tejedoras"
"761366";"8262";"Operadores de telares y otras máquinas tejedoras"
"761348";"8262";"Operadores de telares y otras máquinas tejedoras"
"761321";"8262";"Operadores de telares y otras máquinas tejedoras"
"761315";"8262";"Operadores de telares y otras máquinas tejedoras"
"761324";"8262";"Operadores de telares y otras máquinas tejedoras"
"761309";"8262";"Operadores de telares y otras máquinas tejedoras"
"761312";"8262";"Operadores de telares y otras máquinas tejedoras"
"761318";"8262";"Operadores de telares y otras máquinas tejedoras"
"761345";"8262";"Operadores de telares y otras máquinas tejedoras"
"761303";"8262";"Operadores de telares y otras máquinas tejedoras"
"761360";"8262";"Operadores de telares y otras máquinas tejedoras"
"761330";"8262";"Operadores de telares y otras máquinas tejedoras"
"761333";"8262";"Operadores de telares y otras máquinas tejedoras"
"761336";"8262";"Operadores de telares y otras máquinas tejedoras"
"761339";"8262";"Operadores de telares y otras máquinas tejedoras"
"761342";"8262";"Operadores de telares y otras máquinas tejedoras"
"763010";"8263";"Operadores de máquinas para coser"
"763015";"8263";"Operadores de máquinas para coser"
"763210";"8263";"Operadores de máquinas para coser"
"763215";"8263";"Operadores de máquinas para coser"
"763305";"8263";"Operadores de máquinas para coser"
"763320";"8263";"Operadores de máquinas para coser"
"763205";"8263";"Operadores de máquinas para coser"
"763325";"8263";"Operadores de máquinas para coser"
"763310";"8263";"Operadores de máquinas para coser"
"311725";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516305";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516310";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516315";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516320";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516325";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516330";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516335";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"516345";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"311705";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761425";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761430";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761410";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761405";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"311710";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761420";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761415";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"761435";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"311715";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"765405";"8264";"Operadores de máquinas de blanqueo, teñido y tintura"
"762325";"8265";"Operadores de máquinas de tratamiento de pieles y cueros"
"764210";"8266";"Operadores de máquinas para la fabricación de calzado y afines"
"764205";"8266";"Operadores de máquinas para la fabricación de calzado y afines"
"760110";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"760125";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"760120";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"760115";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"760105";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"765310";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"765315";"8269";"Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero, no clasificados bajo otros epígrafes"
"841408";"8271";"Operadores de máquinas para elaborar carne, pescado y mariscos"
"841428";"8271";"Operadores de máquinas para elaborar carne, pescado y mariscos"
"841456";"8271";"Operadores de máquinas para elaborar carne, pescado y mariscos"
"841416";"8271";"Operadores de máquinas para elaborar carne, pescado y mariscos"
"841484";"8271";"Operadores de máquinas para elaborar carne, pescado y mariscos"
"841505";"8272";"Operadores de máquinas para elaborar productos lácteos"
"841115";"8273";"Operadores de máquinas para moler cereales y especias"
"841105";"8273";"Operadores de máquinas para moler cereales y especias"
"841110";"8273";"Operadores de máquinas para moler cereales y especias"
"841805";"8274";"Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate"
"841810";"8274";"Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate"
"841815";"8274";"Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate"
"841210";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841205";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
"841440";"8275";"Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas"
