CODIGO;TITULO;trad;Job_Zone;code;prox;title
762215;Enxugador de couros;Leather trimmer;4;15-1131.00;0.5142857142857142;Computer Programmers
762210;Classificador de couros;Leather sorter;;;;
762205;Curtidor (couros e peles);Tanner (hides and skins);3;39-7011.00;0.5957446808510638;Tour Guides and Escorts
762220;Rebaixador de couros;Leather trimmer;4;15-1131.00;0.5142857142857142;Computer Programmers
762220;Rebaixador de couros;Leather trimmer;4;15-1131.00;0.5142857142857142;Computer Programmers
762305;Estirador de couros e peles (acabamento);Hairspray (Finishing);;;;
762310;Fuloneiro no acabamento de couros e peles;Fighter in the finishing of hides and skins;;;;
762315;Lixador de couros e peles;Slinger of hides and skins;2;53-7061.00;0.6333333333333333;Cleaners of Vehicles and Equipment
762320;Matizador de couros e peles;Hides and skins tint;5;29-1031.00;0.5416666666666666;Dietitians and Nutritionists
762345;Vaqueador de couros e peles;Leather and skins;1;35-3031.00;0.5641025641025641;Waiters and Waitresses
762330;Prensador de couros e peles;Leather and fur trimmer;2;51-9031.00;0.5714285714285714;Cutters and Trimmers, Hand
762335;Palecionador de couros e peles;Leather and fur hairdresser;1;35-3031.00;0.6530612244897959;Waiters and Waitresses
762340;Preparador de couros curtidos;Preparer of tanned leather;2;49-3093.00;0.5660377358490566;Tire Repairers and Changers
762325;Operador de máquinas do acabamento de couros e peles;Finishing machine operator of hides and skins;2;51-3093.00;0.5977011494252874;Food Cooking Machine Operators and Tenders
763020;Costureiro de roupa de couro e pele;Leather and fur clothing seamstress;1;35-3031.00;0.5263157894736842;Waiters and Waitresses
763005;Alfaiate;Tailor;;;;
763010;Costureira de peças sob encomenda;Custom Parts Seamstress;2;41-2022.00;0.5365853658536586;Parts Salespersons
763015;Costureira de reparação de roupas;Clothing repair seamstress;;;;
763125;Ajudante de confecção;Manufacturing Assistant;2;31-1014.00;0.7317073170731707;Nursing Assistants
763120;Riscador de roupas;Clothespin;;;;
763115;Enfestador de roupas;Clothes shopkeeper;;;;
763105;Auxiliar de corte (preparação da confecção de roupas);Cutting assistant (preparation of clothing);;;;
763110;Cortador de roupas;Clothes cutter;4;27-2022.00;0.5625;Coaches and Scouts
763215;Costureiro, a  máquina  na confecção em série;Sewing machine, the machine in the series production;;;;
763210;Costureiro na confecção em série;Seamstress in the making in series;2;53-7071.00;0.5121951219512195;Gas Compressor and Gas Pumping Station Operators
763205;Costureiro de roupas de couro e pele, a  máquina na  confecção em série;Leather and fur seamstress, the machine in the series production;;;;
763310;Bordador, à máquina;Embroidery Machine;;;;
763315;Marcador de peças confeccionadas para bordar;Marker of pieces made for embroidery;;;;
763320;Operador de máquina de costura de acabamento;Finishing sewing machine operator;1;51-6031.00;0.7017543859649122;Sewing Machine Operators
763325;Passadeira de peças confeccionadas;Sheet metal work;2;47-2211.00;0.8;Sheet Metal Workers
763305;Arrematadeira;Reamer;3;39-4011.00;0.5333333333333333;Embalmers
764005;Trabalhador polivalente da confecção de calçados;Multi-purpose shoe-making worker;;;;
764110;Cortador de solas e palmilhas, a  máquina;Soil cutter and insoles, the machine;2;51-9195.03;0.5526315789473685;Stone Cutters and Carvers, Manufacturing
764105;Cortador de calçados, a  máquina (exceto solas e palmilhas);Shoe cutter, machine (except soles and insoles);2;51-6042.00;0.5679012345679012;Shoe Machine Operators and Tenders
764115;Preparador de calçados;Shoe shiner;3;53-5031.00;0.56;Ship Engineers
764120;Preparador de solas e palmilhas;Soil & Soil Preparation;1;35-2021.00;0.5957446808510638;Food Preparation Workers
764205;Costurador de calçados, a  máquina;Shoe sewing machine;1;51-6031.00;0.6046511627906976;Sewing Machine Operators
764210;Montador de calçados;Shoe maker;3;47-2011.00;0.6363636363636364;Boilermakers
764305;Acabador de calçados;Shoe Finisher;2;51-7021.00;0.625;Furniture Finishers
765005;Confeccionador de artefatos de couro (exceto sapatos);Manufacture of leather goods (except shoes);;;;
765015;Boneleiro;Boneleiro;;;;
765010;Chapeleiro de senhoras;Ladies hat;;;;
765105;Cortador de artefatos de couro (exceto roupas e calçados);Cutting of leather goods (except clothing and footwear);;;;
765110;Cortador de tapeçaria;Tapestry cutter;;;;
765225;Confeccionador de velas náuticas, barracas e toldos;Manufacturer of nautical candles, cabins and awnings;;;;
765240;Tapeceiro de autos;Car upholstery;2;51-6093.00;0.6153846153846154;Upholsterers
765235;Estofador de móveis;Furniture Upholsterer;2;51-6093.00;0.6666666666666666;Upholsterers
765215;Confeccionador de brinquedos de pano;Manufacturer of pana brindos;4;17-2199.04;0.5098039215686274;Manufacturing Engineers
765205;Colchoeiro (confecção de colchões);Mattress (manufacture of mattresses);1;35-3031.00;0.5172413793103449;Waiters and Waitresses
765230;Estofador de aviões;Aircraft Upholsterer;2;51-6093.00;0.6875;Upholsterers
765310;Costurador de artefatos de couro, a  máquina (exceto roupas e calçados);Sewer of leather goods, the machine (except clothes and shoes);;;;
765315;Montador de artefatos de couro (exceto roupas e calçados);Assembler of leather goods (except clothing and footwear);;;;
765405;Trabalhador do acabamento de artefatos de tecidos e couros;Worker of finishing of fabrics and leather goods;;;;
766115;Gravador de matriz para flexografia (clicherista);Matrix engraver for flexography (clicher);;;;
766105;Copiador de chapa;Sheet metal copier;2;47-2211.00;0.7567567567567568;Sheet Metal Workers
766155;Programador visual gráfico;Graphic visual programmer;4;27-1024.00;0.5714285714285714;Graphic Designers
766150;Operador de processo de tratamento de imagem;Image Processing Process Operator;3;51-5112.00;0.7017543859649122;Printing Press Operators
766145;Operador de sistemas de prova (analógico e digital);Test system operator (analog and digital);;;;
766140;Gravador de matriz serigráfica;Serigraphic matrix recorder;;;;
766135;Gravador de matriz calcográfica;Etching matrix engraver;2;51-9194.00;0.5909090909090909;Etchers and Engravers
766130;Gravador de matriz para rotogravura (eletromecânico e químico);Matrix engraver for rotogravure (electromechanical and chemical);;;;
766125;Montador de fotolito (analógico e digital);Photo editor (analog and digital);;;;
766120;Editor de texto e imagem;Text and image editor;3;27-4032.00;0.6046511627906976;Film and Video Editors
766230;Impressor digital;Digital printer;2;39-2011.00;0.6;Animal Trainers
766225;Impressor de rotogravura;Rotogravure printer;3;27-4021.00;0.5625;Photographers
766220;Impressor de rotativa;Rotary Printer;4;27-3043.04;0.6153846153846154;Copy Writers
766215;Impressor de ofsete (plano e rotativo);Offset printer (flat and rotary);2;53-3021.00;0.5151515151515151;Bus Drivers, Transit and Intercity
766240;Impressor letterset;Impressor letterset;2;43-4151.00;0.5161290322580645;Order Clerks
766205;Impressor (serigrafia);Printing (screen printing);3;51-5112.00;0.56;Printing Press Operators
766235;Impressor flexográfico;Flexographic printer;4;27-1024.00;0.5945945945945946;Graphic Designers
766245;Impressor tampográfico;Pad printing machine;4;11-2021.00;0.5263157894736842;Marketing Managers
766250;Impressor tipográfico;Typographic printer;4;27-1024.00;0.6111111111111112;Graphic Designers
766210;Impressor calcográfico;Scanners;3;27-2031.00;0.6666666666666666;Dancers
766310;Impressor de corte e vinco;Cutting and creasing printer;2;51-9195.07;0.6181818181818182;Molding and Casting Workers
766305;Acabador de embalagens (flexíveis e cartotécnicas);Packaging finisher (flexible and cartotechnical);;;;
766320;Operador de guilhotina (corte de papel);Guillotine Operator (Paper Cut);1;53-7011.00;0.5245901639344263;Conveyor Operators and Tenders
766315;Operador de acabamento (indústria gráfica);Finishing operator (graphic industry);;;;
766325;Preparador de matrizes de corte e vinco;Preparer of cutting and creasing matrices;2;47-2141.00;0.5316455696202531;Painters, Construction and Maintenance
766405;Laboratorista fotográfico;Photographic laboratory;3;27-4021.00;0.6111111111111112;Photographers
766410;Revelador de filmes fotográficos, em preto e branco;Black and white photographic film developer;3;49-9061.00;0.5813953488372093;Camera and Photographic Equipment Repairers
766415;Revelador de filmes fotográficos, em cores;Photographic film developer, color;3;49-9061.00;0.5194805194805194;Camera and Photographic Equipment Repairers
766420;Auxiliar de radiologia (revelação fotográfica);Radiology assistant (photographic development);;;;
768120;Redeiro;Redero;;;;
768115;Tricoteiro, à mão;Hand knitting;;;;
768110;Tecelão de tapetes, a  mão;Weaver of carpets, the hand;2;53-7064.00;0.5185185185185185;Packers and Packagers, Hand
768105;Tecelão (tear manual);Weaver (hand loom);;;;
768130;Crocheteiro, a  mão;Crochet, hand;4;27-2022.00;0.5806451612903226;Coaches and Scouts
768125;Chapeleiro (chapéus de palha);Hatter (straw hats);;;;
768210;Cerzidor;Cerzidor;;;;
768205;Bordador, a  mão;Embroidery, hand;;;;
768320;Sapateiro (calçados sob medida);Shoemaking (custom footwear);;;;
768315;Costurador de artefatos de couro, a  mão (exceto roupas e calçados);Sewer of leather artifacts, hand (except clothes and shoes);;;;
768310;Cortador de calçados, a  mão (exceto solas);Shoe cutter, hand (except soles);1;41-2021.00;0.5614035087719298;Counter and Rental Clerks
768305;Artífice do couro;Leather Craftsman;3;25-9041.00;0.5142857142857142;Teacher Assistants
768305;Artífice do couro;Leather Craftsman;3;25-9041.00;0.5142857142857142;Teacher Assistants
768325;Seleiro;Seleiro;2;43-3071.00;0.5714285714285714;Tellers
768630;Confeccionador de carimbos de borracha;Manufacture of rubber stamps;4;17-2199.04;0.5490196078431373;Manufacturing Engineers
768620;Paginador;Pager;2;47-2142.00;0.5882352941176471;Paperhangers
768605;Tipógrafo;Typographer;5;19-3092.00;0.7272727272727273;Geographers
768610;Linotipista;Linotype;;;;
768625;Pintor de letreiros;Sign Painter;2;47-4091.00;0.5714285714285714;Segmental Pavers
768615;Monotipista;Monotype;;;;
768705;Gravador, à mão (encadernação);Recorder, by hand (bookbinding);4;27-3022.00;0.5423728813559322;Reporters and Correspondents
768710;Restaurador de livros;Book Restorer;2;35-2014.00;0.6;Cooks, Restaurant
770110;Mestre carpinteiro;Carpenter master;2;47-2031.02;0.625;Rough Carpenters
770105;Mestre (indústria de madeira e mobiliário);Master (wood and furniture industry);;;;
771115;Maquetista na marcenaria;Maquetista in the joinery;;;;
771110;Modelador de madeira;Wood shaper;2;51-3092.00;0.5925925925925926;Food Batchmakers
771105;Marceneiro;Handyman;;;;
771120;Tanoeiro;Cooper;3;13-1041.06;0.7142857142857143;Coroners
772115;Secador de madeira;Wood dryer;;;;
772110;Impregnador de madeira;Wood Impregnator;3;43-9011.00;0.5294117647058824;Computer Operators
772105;Classificador de madeira;Wood Sorter;1;35-2015.00;0.6206896551724138;Cooks, Short Order
773120;Serrador de madeira;Wood sawmill;;;;
773130;Serrador de madeira (serra de fita múltipla);Wood Sawdust (Multiple Band Saw);;;;
773125;Serrador de madeira (serra circular múltipla);Wood sawing machine (multiple circular saw);;;;
773115;Serrador de bordas no desdobramento de madeira;Sawing of edges in the unfolding of wood;;;;
773105;Cortador de laminados de madeira;Wood Laminating Cutter;1;35-2021.00;0.5217391304347826;Food Preparation Workers
773110;Operador de serras no desdobramento de madeira;Saw operator in the unfolding of wood;;;;
773205;Operador de máquina intercaladora e placas (compensados);Interleaver machine operator and plates (compensated);2;51-6042.00;0.5517241379310345;Shoe Machine Operators and Tenders
773210;Prensista de aglomerados;Chipboard press;2;39-9011.00;0.5625;Childcare Workers
773220;Preparador de aglomerantes;Binder preparer;2;49-3091.00;0.625;Bicycle Repairers
773215;Prensista de compensados;Press compensated press;3;51-5111.00;0.5454545454545454;Prepress Technicians and Workers
773330;Operador de molduradora (usinagem de madeira);Molding Machine Operator (Woodworking);2;53-7033.00;0.6746987951807228;Loading Machine Operators, Underground Mining
773325;Operador de máquina de usinagem madeira, em geral;Woodworking machine operator in general;2;51-3093.00;0.7407407407407407;Food Cooking Machine Operators and Tenders
773320;Operador de lixadeira (usinagem de madeira);Sanding Operator (Woodworking);3;27-4013.00;0.5333333333333333;Radio Operators
773310;Operador de entalhadeira (usinagem de madeira);Slotting Operator (Woodworking);;;;
773305;Operador de desempenadeira na usinagem convencional de madeira;Trimmer Operator in conventional woodworking;;;;
773315;Operador de fresadora (usinagem de madeira);Milling machine operator (woodworking);1;51-6031.00;0.5806451612903226;Sewing Machine Operators
773335;Operador de plaina desengrossadeira;Thicknesser planer operator;2;51-8013.00;0.5833333333333334;Power Plant Operators
773355;Torneiro na usinagem convencional de madeira;Turning in conventional woodworking;;;;
773350;Operador de tupia (usinagem de madeira);Operator of machining (wood machining);;;;
773345;Operador de torno automático (usinagem de madeira);Automatic lathe operator (wood machining);2;53-7033.00;0.5348837209302325;Loading Machine Operators, Underground Mining
773340;Operador de serras (usinagem de madeira);Saw Operator (Woodworking);;;;
773415;Operador de máquina de usinagem de madeira (produção em série);Woodworking machine operator (series production);2;53-7033.00;0.6021505376344086;Loading Machine Operators, Underground Mining
773410;Operador de máquina de cortina d´água (produção de móveis);Water curtain machine operator (furniture production);;;;
773405;Operador de máquina bordatriz;Embroidery Machine Operator;1;51-6031.00;0.7058823529411765;Sewing Machine Operators
773420;Operador de prensa de alta freqüência na usinagem de madeira;High frequency press operator in woodworking;;;;
773505;Operador de centro de usinagem de madeira (cnc);Machining center operator of wood (cnc);2;51-4051.00;0.5301204819277109;Metal-Refining Furnace Operators and Tenders
773510;Operador de máquinas de usinar madeira (cnc);Woodworking machine operator (cnc);2;51-3093.00;0.6578947368421053;Food Cooking Machine Operators and Tenders
774105;Montador de móveis e artefatos de madeira;Assembler of wooden furniture and artifacts;;;;
775115;Lustrador de peças de madeira;Wood parts polisher;1;35-2021.00;0.5581395348837209;Food Preparation Workers
775110;Folheador de móveis de madeira;Wood furniture veneer;2;51-7021.00;0.6;Furniture Finishers
775105;Entalhador  de madeira;Wood Engraver;2;51-9194.00;0.5882352941176471;Etchers and Engravers
775120;Marcheteiro;Marcheteiro;;;;
776405;Cesteiro;Cesteiro;4;19-1032.00;0.5882352941176471;Foresters
776410;Confeccionador de escovas, pincéis e produtos similares (a mão);Manufacture of brushes, brushes and similar products (by hand);;;;
776415;Confeccionador de escovas, pincéis e produtos similares (a máquina);Manufacture of brushes, paint brushes and similar;3;13-1031.02;0.5102040816326531;Insurance Adjusters, Examiners, and Investigators
776420;Confeccionador de móveis de vime, junco e bambu;Wicker, reed and bamboo furniture manufacturer;2;43-5031.00;0.5176470588235295;Police, Fire, and Ambulance Dispatchers
776425;Esteireiro;Steersman;2;51-6051.00;0.6666666666666666;Sewers, Hand
776430;Vassoureiro;Vassoureiro;;;;
777115;Carpinteiro naval (estaleiros);Naval carpenter (shipyards);;;;
777110;Carpinteiro naval (embarcações);Naval carpenter (ships);2;47-2031.02;0.5128205128205128;Rough Carpenters
777105;Carpinteiro naval (construção de pequenas embarcações);Naval carpenter (construction of small vessels);2;47-2141.00;0.5176470588235295;Painters, Construction and Maintenance
777205;Carpinteiro de carretas;Car Carpenter;2;47-2031.02;0.6896551724137931;Rough Carpenters
777210;Carpinteiro de carrocerias;Carpenter of bodies;2;47-2031.02;0.5714285714285714;Rough Carpenters
780105;Supervisor de embalagem e etiquetagem;Packaging and labeling supervisor;2;53-1011.00;0.6176470588235294;Aircraft Cargo Handling Supervisors
781110;Condutor de processos robotizados de soldagem;Conductor of robotic welding processes;2;51-9141.00;0.5161290322580645;Semiconductor Processors
781105;Condutor de processos robotizados de pintura;Conductor of robotic painting processes;2;51-9141.00;0.5079365079365079;Semiconductor Processors
781305;Operador de veículos subaquáticos controlados remotamente;Operator of remotely controlled underwater vehicles;;;;
781705;Mergulhador profissional (raso e profundo);Professional Diver (shallow and deep);2;33-3012.00;0.5142857142857142;Correctional Officers and Jailers
782135;Operador de pórtico rolante;Crane operator;3;53-7021.00;0.717948717948718;Crane and Tower Operators
782135;Operador de pórtico rolante;Crane operator;3;53-7021.00;0.717948717948718;Crane and Tower Operators
782145;Sinaleiro (ponte-rolante);Signal (bridge);;;;
782140;Operador de talha elétrica;Electric hoist operator;3;17-3012.01;0.5714285714285714;Electronic Drafters
782130;Operador de ponte rolante;Crane operator;3;53-7021.00;0.717948717948718;Crane and Tower Operators
782130;Operador de ponte rolante;Crane operator;3;53-7021.00;0.717948717948718;Crane and Tower Operators
782125;Operador de monta-cargas (construção civil);Freight elevator operator (civil construction);;;;
782120;Operador de máquina rodoferroviária;Roadside machine operator;1;51-6031.00;0.6530612244897959;Sewing Machine Operators
782115;Operador de guindaste móvel;Mobile crane operator;2;43-2021.00;0.6;Telephone Operators
782110;Operador de guindaste (fixo);Crane operator (fixed);3;53-7021.00;0.5957446808510638;Crane and Tower Operators
782105;Operador de draga;Dredger operator;2;53-7031.00;0.875;Dredge Operators
782210;Operador de docagem;Dock Operator;3;27-4013.00;0.7142857142857143;Radio Operators
782205;Guincheiro (construção civil);Guincheiro (construction industry);2;47-2141.00;0.5555555555555556;Painters, Construction and Maintenance
782220;Operador de empilhadeira;Forklift Operator;2;51-8013.00;0.6842105263157895;Power Plant Operators
782320;Condutor de ambulância;Ambulance driver;4;13-2053.00;0.5789473684210527;Insurance Underwriters
782315;Motorista de táxi;Taxi driver;3;13-2082.00;0.5833333333333334;Tax Preparers
782305;Motorista de carro de passeio;Walking car driver;;;;
782310;Motorista de furgão ou veículo similar;Driver of a van or similar vehicle;;;;
782405;Motorista de ônibus rodoviário;Bus driver;5;29-1161.00;0.5833333333333334;Nurse Midwives
782415;Motorista de trólebus;Trolley bus driver;;;;
782410;Motorista de ônibus urbano;Urban bus driver;;;;
782505;Caminhoneiro autônomo (rotas regionais e internacionais);Freelancer (regional and international routes);4;11-1021.00;0.5454545454545454;General and Operations Managers
782510;Motorista de caminhão (rotas regionais e internacionais);Truck driver (regional and international routes);;;;
782515;Motorista operacional de guincho;Operational Winch Driver;4;39-9032.00;0.5714285714285714;Recreation Workers
782605;Operador de trem de metrô;Subway train operator;2;53-4041.00;0.7058823529411765;Subway and Streetcar Operators
782610;Maquinista de trem;Train driver;4;39-9032.00;0.5333333333333333;Recreation Workers
782615;Maquinista de trem metropolitano;Metropolitan train driver;2;51-9195.07;0.5384615384615384;Molding and Casting Workers
782630;Operador de teleférico (passageiros);Cable car operator (passengers);1;53-7011.00;0.5901639344262295;Conveyor Operators and Tenders
782625;Auxiliar de maquinista de trem;Train driver assistant;3;25-9041.00;0.65;Teacher Assistants
782620;Motorneiro;Motorneiro;3;13-1041.06;0.5555555555555556;Coroners
782705;Marinheiro de convés (marítimo e fluviário);Deck Sailor (sea and river);2;53-5011.00;0.6153846153846154;Sailors and Marine Oilers
782710;Marinheiro de máquinas;Sailor of machines;2;53-5011.00;0.6046511627906976;Sailors and Marine Oilers
782715;Moço de convés (marítimo e fluviário);Boat deck (sea and river);2;51-4121.07;0.5217391304347826;Solderers and Brazers
782720;Moço de máquinas (marítimo e fluviário);Machine operator (sea and river);2;51-6042.00;0.696969696969697;Shoe Machine Operators and Tenders
782730;Marinheiro auxiliar de convés (marítimo e aquaviario);Sailor auxiliary deck (maritime and waterway);;;;
782725;Marinheiro de esporte e recreio;Sailor of sport and recreation;2;53-5011.00;0.5454545454545454;Sailors and Marine Oilers
782735;Marinheiro auxiliar de máquinas (marítimo e aquaviário);Auxiliary seaman of machinery (maritime and waterway);;;;
782815;Boiadeiro;Cowboy;;;;
782820;Condutor de veículos a pedais;Pedal vehicle driver;3;43-6013.00;0.5641025641025641;Medical Secretaries
782805;Condutor de veículos de tração animal (ruas e estradas);Conductor of animal traction vehicles (streets and roads);;;;
782810;Tropeiro;Tropeiro;2;47-2082.00;0.5714285714285714;Tapers
783110;Manobrador;Manobrador;;;;
783105;Agente de pátio;Patio Agent;3;41-3041.00;0.5833333333333334;Travel Agents
783240;Amarrador e desamarrado de embarcações;Tie-tied and unstrung vessels;1;35-3031.00;0.5490196078431373;Waiters and Waitresses
783235;Trabalhador portuário de capatazia;Port worker of capatazia;;;;
783230;Bloqueiro (trabalhador portuário);Blocker (port worker);1;35-2015.00;0.5128205128205128;Cooks, Short Order
783215;Carregador (veículos de transportes terrestres);Charger (land transport vehicles);5;11-3031.01;0.5084745762711864;Treasurers and Controllers
783220;Estivador;Stevedore;4;17-1022.00;0.5555555555555556;Surveyors
783225;Ajudante de motorista;Driver's helper;2;53-3031.00;0.5714285714285714;Driver/Sales Workers
783205;Carregador (aeronaves);Charger (aircraft);;;;
783210;Carregador (armazém);Charger (warehouse);;;;
784120;Operador de máquina de envasar líquidos;Operator of liquid packing machine;;;;
784125;Operador de prensa de enfardamento;Press operator of baling;3;51-5112.00;0.5416666666666666;Printing Press Operators
784105;Embalador, a mão;Packer, hand;2;47-2142.00;0.5833333333333334;Paperhangers
784110;Embalador, a máquina;Packager, machine;3;49-9043.00;0.5531914893617021;Maintenance Workers, Machinery
784115;Operador de máquina de etiquetar;Labeling machine operator;1;51-6031.00;0.7755102040816326;Sewing Machine Operators
784205;Alimentador de linha de produção;Production line feeder;3;43-5061.00;0.5846153846153846;Production, Planning, and Expediting Clerks
791105;Artesão bordador;Craftsman embroiderer;;;;
791110;Artesão ceramista;Ceramic Craftsman;3;17-3012.01;0.5555555555555556;Electronic Drafters
791115;Artesão com material reciclável;Craftsman with recyclable material;2;53-7081.00;0.5866666666666667;Refuse and Recyclable Material Collectors
791120;Artesão confeccionador de biojóias e ecojóias;Craftsman of biojóias and ecojóias;;;;
791125;Artesão do couro;Leather Craftsman;3;25-9041.00;0.5142857142857142;Teacher Assistants
791125;Artesão do couro;Leather Craftsman;3;25-9041.00;0.5142857142857142;Teacher Assistants
791160;Artesão rendeiro;Arts & Crafts;5;29-1125.01;0.5925925925925926;Art Therapists
791135;Artesão moveleiro (exceto reciclado);Craftsman furniture (except recycled);;;;
791140;Artesão tecelão;Craftsman Weaver;2;39-3011.00;0.5333333333333333;Gaming Dealers
791145;Artesão trançador;Craftsman twister;3;27-1012.00;0.6666666666666666;Craft Artists
791150;Artesão crocheteiro;Craftsman crochet;;;;
791155;Artesão tricoteiro;Craftsman knitter;;;;
791130;Artesão escultor;Craftsman sculptor;;;;
810110;Mestre de produção química;Master of chemical production;4;11-3051.00;0.5423728813559322;Industrial Production Managers
810105;Mestre (indústria petroquímica e carboquímica);Master (petrochemical and petrochemical industry);4;25-2059.01;0.5057471264367817;Adapted Physical Education Specialists
810205;Mestre (indústria de borracha e plástico);Master (rubber and plastic industry);3;51-4061.00;0.5074626865671642;Model Makers, Metal and Plastic
810305;Mestre de produção farmacêutica;Master of Pharmaceutical Production;4;11-3051.00;0.5230769230769231;Industrial Production Managers
811005;Operador de processos químicos e petroquímicos;Operator of chemical and petrochemical processes;2;51-2022.00;0.5106382978723404;Electrical and Electronic Equipment Assemblers
811010;Operador de sala de controle de instalações químicas, petroquímicas e afins;Operator of control room of chemical, petrochemical and related installations;;;;
811105;Moleiro (tratamentos químicos e afins);Moleiro (chemical and related treatments);;;;
811115;Operador de britadeira (tratamentos químicos e afins);Crusher operator (chemical and related treatments);;;;
811120;Operador de concentração;Concentration operator;2;53-5022.00;0.6341463414634146;Motorboat Operators
811125;Trabalhador da fabricação de resinas e vernizes;Worker of the manufacture of resins and varnishes;;;;
811130;Trabalhador de fabricação de tintas;Paintworker;4;39-9032.00;0.5517241379310345;Recreation Workers
811110;Operador de máquina misturadeira (tratamentos químicos e afins);Mixing machine operator (chemical and related treatments);2;51-3093.00;0.5252525252525253;Food Cooking Machine Operators and Tenders
811215;Operador de tratamento químico de materiais radioativos;Operator of chemical treatment of radioactive materials;;;;
811205;Operador de calcinação (tratamento químico e afins);Calcination operator (chemical treatment and related);4;21-1092.00;0.509090909090909;Probation Officers and Correctional Treatment Specialists
811330;Operador de filtro-prensa (tratamentos químicos e afins);Filter-press operator (chemical and related treatments);3;51-5111.00;0.5057471264367817;Prepress Technicians and Workers
811335;Operador de filtros de parafina (tratamentos químicos e afins);Paraffin filter operator (chemical and related treatments);;;;
811325;Operador de filtro-esteira (mineração);Filter-belt operator (mining);;;;
811320;Operador de filtro de tambor rotativo (tratamentos químicos e afins);Rotary drum filter operator (chemical and related treatments);2;47-5012.00;0.5833333333333334;Rotary Drill Operators, Oil and Gas
811315;Operador de filtro de secagem (mineração);Drying Filter Operator (Mining);2;53-7033.00;0.5789473684210527;Loading Machine Operators, Underground Mining
811310;Operador de exploração de petróleo;Operator of oil exploration;;;;
811305;Operador de centrifugadora (tratamentos químicos e afins);Operator of centrifuge (chemical and related treatments);;;;
811410;Destilador de produtos químicos (exceto petróleo);Distillation of chemicals (except petroleum);;;;
811405;Destilador de madeira;Wood Distiller;;;;
811415;Operador de alambique de funcionamento contínuo (produtos químicos, exceto petróleo);Continuous operation stills (chemicals, except petroleum);;;;
811420;Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo);Operator of reaction and conversion apparatus (chemicals, except petroleum);;;;
811425;Operador de equipamento de destilação de álcool;Alcohol distillation equipment operator;2;45-2091.00;0.5633802816901409;Agricultural Equipment Operators
811430;Operador de evaporador na destilação;Evaporator Operator in Distillation;2;53-5022.00;0.5185185185185185;Motorboat Operators
811505;Operador de painel de controle (refinação de petróleo);Operator control panel (oil refining);;;;
811510;Operador de transferência e estocagem - na refinação do petróleo;Transfer and storage operator - in oil refining;3;53-7021.00;0.5277777777777778;Crane and Tower Operators
811610;Operador de carro de apagamento e coque;Wrecker car and coke operator;3;53-7021.00;0.6296296296296297;Crane and Tower Operators
811605;Operador de britador de coque;Coke Crusher Operator;3;43-9011.00;0.717948717948718;Computer Operators
811615;Operador de destilação e subprodutos de coque;Coking distillation and by-product operator;2;41-9011.00;0.5641025641025641;Demonstrators and Product Promoters
811650;Operador de sistema de reversão (coqueria);Reversing system operator (coke oven);;;;
811645;Operador de refrigeração (coqueria);Refrigeration operator (coke oven);;;;
811640;Operador de reator de coque de petróleo;Operator of petroleum coke reactor;;;;
811635;Operador de preservação e controle térmico;Preservation and thermal control operator;5;11-3031.01;0.5373134328358209;Treasurers and Controllers
811630;Operador de painel de controle;Control Panel Operator;2;53-5022.00;0.6829268292682927;Motorboat Operators
811625;Operador de exaustor (coqueria);Exhaust operator (coke oven);;;;
811620;Operador de enfornamento e desenfornamento de coque;Operator of baking and desenfornamento of coke;;;;
811705;Bamburista;Bamburista;1;35-3022.01;0.7777777777777778;Baristas
811710;Calandrista de borracha;Rubber calandrista;;;;
811715;Confeccionador de pneumáticos;Tire manufacturer;3;51-9195.05;0.5641025641025641;Potters, Manufacturing
811725;Confeccionador de velas por imersão;Manufacturer of candles by imersão;2;49-9095.00;0.5365853658536586;Manufactured Building and Mobile Home Installers
811775;Trefilador de borracha;Rubber trefilador;;;;
811745;Laminador de plástico;Plastic rolling mill;;;;
811750;Moldador de borracha por compressão;Compression rubber molding machine;;;;
811760;Moldador de plástico por compressão;Plastic Compression Molding Machine;;;;
811770;Moldador de plástico por injeção;Plastic Injection Molding Machine;4;11-2031.00;0.5405405405405406;Public Relations and Fundraising Managers
811735;Confeccionador de velas por moldagem;Manufacture of candles by molding;;;;
811805;Operador de máquina de produtos farmacêuticos;Pharmaceutical Machine Operator;1;51-6031.00;0.6909090909090909;Sewing Machine Operators
811810;Drageador (medicamentos);Drageador (medicines);;;;
811820;Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros);Machine operator manufacturing hygiene and cleaning products (soap, soap, detergent, absorbent, swab diapers and others);;;;
811815;Operador de máquina de fabricação de cosméticos;Cosmetic manufacturing machine operator;2;47-5041.00;0.6756756756756757;Continuous Mining Machine Operators
812105;Pirotécnico;Pyrotechnic;5;29-2011.02;0.5714285714285714;Cytotechnologists
812110;Trabalhador da fabricação de munição e explosivos;Worker manufacturing ammunition and explosives;3;17-3029.09;0.5365853658536586;Manufacturing Production Technicians
813125;Operador de produção (química, petroquímica e afins);Production operator (chemical, petrochemical and related);;;;
813110;Operador de calandra (química, petroquímica e afins);Calender operator (chemical, petrochemical and related);;;;
813130;Técnico de operação (química, petroquímica e afins);Technician of operation (chemical, petrochemical and similar);;;;
813120;Operador de processo (química, petroquímica e afins);Process operator (chemical, petrochemical and similar);;;;
